date,ARSON,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,ATTEMPTED ROBBERY,BATTERY - SIMPLE ASSAULT,BATTERY ON A FIREFIGHTER,BATTERY POLICE (SIMPLE),BATTERY WITH SEXUAL CONTACT,BIKE - STOLEN,BOMB SCARE,BRANDISH WEAPON,BUNCO ATTEMPT,BUNCO GRAND THEFT,BUNCO PETTY THEFT,BURGLARY,BURGLARY FROM VEHICLE,BURGLARY FROM VEHICLE ATTEMPTED,BURGLARY ATTEMPTED,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,CHILD ANNOYING (17YRS & UNDER),CHILD NEGLECT (SEE 300 W.I.C.),CHILD PORNOGRAPHY,CHILD STEALING,CONTEMPT OF COURT,COUNTERFEIT,CREDIT CARDS FRAUD USE ($950.01 & OVER),CRIMINAL HOMICIDE,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),CRUELTY TO ANIMALS,DEFRAUDING INNKEEPER/THEFT OF SERVICES $950 & UNDER,DISCHARGE FIREARMS/SHOTS FIRED,DISTURBING THE PEACE,DOCUMENT FORGERY / STOLEN FELONY,DOCUMENT WORTHLESS ($200.01 & OVER),DRIVING WITHOUT OWNER CONSENT (DWOC),EMBEZZLEMENT GRAND THEFT ($950.01 & OVER),EMBEZZLEMENT PETTY THEFT ($950 & UNDER),EXTORTION,FAILURE TO YIELD,FALSE IMPRISONMENT,FALSE POLICE REPORT,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,ILLEGAL DUMPING,INDECENT EXPOSURE,INTIMATE PARTNER - AGGRAVATED ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT,KIDNAPPING,KIDNAPPING - GRAND ATTEMPT,LETTERS LEWD  -  TELEPHONE CALLS LEWD,LEWD CONDUCT,ORAL COPULATION,OTHER ASSAULT,OTHER MISCELLANEOUS CRIME,PANDERING,PEEPING TOM,PICKPOCKET,PIMPING,PROWLER,PURSE SNATCHING,RAPE ATTEMPTED,RAPE FORCIBLE,RECKLESS DRIVING,RESISTING ARREST,ROBBERY,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,SEXUNLAWFUL(INC MUTUAL CONSENT PENETRATION W/ FRGN OBJ,SEXUAL PENETRATION W/FOREIGN OBJECT,SHOPLIFTING - PETTY THEFT ($950 & UNDER),SHOPLIFTING-GRAND THEFT ($950.01 & OVER),SHOTS FIRED AT INHABITED DWELLING,SHOTS FIRED AT MOVING VEHICLE TRAIN OR AIRCRAFT,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,STALKING,THEFT FROM MOTOR VEHICLE - ATTEMPT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),THEFT OF IDENTITY,THEFT PLAIN - ATTEMPT,THEFT PLAIN - PETTY ($950 & UNDER),THEFT PERSON,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,THREATENING PHONE CALLS/LETTERS,THROWING OBJECT AT MOVING VEHICLE,TRESPASSING,UNAUTHORIZED COMPUTER ACCESS,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),VANDALISM - MISDEAMEANOR ($399 OR UNDER),VEHICLE - ATTEMPT STOLEN,VEHICLE - STOLEN,VEHICLE STOLEN - OTHER (MOTORIZED SCOOTERS BIKES ETC),VIOLATION OF COURT ORDER,VIOLATION OF RESTRAINING ORDER,VIOLATION OF TEMPORARY RESTRAINING ORDER
2017-06-27,2,0,19,3,60,1,1,4,5,1,1,1,6,2,47,49,1,4,0,0,0,0,0,0,0,0,0,1,14,0,0,1,1,0,8,0,0,0,0,1,0,0,0,1,0,1,13,39,1,0,0,0,0,6,6,0,0,1,0,0,1,1,3,0,1,17,0,0,2,18,2,0,0,0,0,1,6,19,38,0,59,5,18,4,1,6,0,36,24,0,40,0,6,8,1
2017-06-28,0,6,35,2,50,0,5,4,10,0,4,0,5,4,39,51,2,3,0,0,2,1,0,0,5,0,0,0,10,3,0,3,1,1,11,0,1,1,0,2,1,0,0,0,1,5,4,33,0,0,4,0,2,2,7,0,0,0,0,0,0,0,2,0,0,21,0,1,0,20,2,0,0,1,0,0,10,22,27,0,39,3,10,0,0,7,0,28,26,1,40,0,9,6,0
2017-06-29,1,1,31,7,60,0,2,4,8,0,13,1,2,2,43,25,1,5,0,1,0,1,1,0,4,0,1,0,14,4,1,1,0,1,3,0,1,2,0,1,0,0,0,1,0,1,8,36,1,0,2,0,1,1,4,0,0,0,0,0,1,0,2,0,2,23,1,2,2,15,1,0,2,0,0,0,5,28,22,0,32,10,26,1,2,8,0,37,13,0,65,0,3,6,0
2017-06-30,2,0,31,4,49,0,0,2,8,0,4,1,6,2,45,49,1,8,0,2,1,1,0,0,2,0,1,0,16,4,0,0,0,1,6,0,0,2,1,0,1,1,0,0,0,1,7,36,0,0,5,2,0,3,6,0,0,1,0,0,0,0,1,0,0,23,1,1,1,22,1,0,0,1,0,1,19,34,43,1,48,10,21,1,0,7,1,47,19,3,71,0,4,4,1
2017-07-01,0,0,50,2,60,0,5,9,3,1,14,1,11,4,63,46,0,4,3,2,1,2,2,0,3,0,1,0,14,22,0,0,0,2,6,2,1,4,1,1,0,0,0,0,0,2,13,41,1,0,13,0,7,0,3,0,0,0,1,0,0,0,13,0,1,24,0,11,4,15,2,0,0,0,1,0,5,44,98,0,46,8,38,0,0,5,1,45,14,0,56,0,7,8,0
2017-07-02,2,0,34,6,52,1,1,4,5,1,7,0,2,1,25,37,0,1,0,6,0,0,0,0,3,0,0,0,12,0,1,3,1,0,4,0,0,2,0,2,0,2,0,2,0,1,2,38,0,0,1,0,0,1,4,0,0,0,0,0,2,0,2,0,2,43,0,1,2,18,2,0,0,0,0,1,10,34,32,0,47,6,14,1,0,9,0,42,21,0,40,0,5,5,1
2017-07-03,1,0,23,3,60,0,2,5,9,1,8,1,3,6,41,41,1,4,0,2,1,2,0,0,4,0,1,1,15,2,0,1,0,1,6,0,0,2,0,1,0,0,1,1,0,0,10,35,0,0,6,0,0,2,5,0,1,1,0,1,0,1,6,1,0,34,1,0,3,14,0,1,0,1,0,0,11,23,45,0,46,6,16,0,1,8,0,36,17,0,48,0,3,8,4
2017-07-04,2,2,37,1,76,0,6,2,5,1,8,0,5,0,37,35,1,4,0,1,0,1,0,2,6,0,1,2,24,3,1,0,5,3,2,0,0,3,0,0,1,0,0,0,0,1,7,49,1,0,2,1,1,4,8,0,1,1,0,1,0,0,4,0,2,30,0,1,1,10,1,3,0,0,0,0,7,23,21,1,28,1,12,1,0,6,2,65,23,4,66,0,4,8,3
2017-07-05,1,1,18,4,58,0,4,4,8,0,4,0,6,1,40,40,0,6,0,0,2,0,0,0,2,0,0,2,15,1,0,0,1,0,10,1,1,1,0,2,1,0,1,0,0,1,8,41,1,0,3,1,1,3,4,0,0,0,0,0,0,0,4,0,2,34,0,2,0,20,1,5,0,0,0,0,9,30,35,0,41,1,15,0,0,8,0,22,21,0,49,0,6,6,1
2017-07-06,3,0,37,3,48,0,0,6,7,0,6,0,4,1,23,46,1,6,0,1,0,0,0,1,4,0,0,2,13,0,0,2,0,0,11,0,0,3,0,1,0,0,1,0,0,0,5,38,0,0,5,1,0,8,9,0,1,5,0,1,1,1,4,0,0,26,2,0,0,14,2,1,0,0,0,0,7,32,28,3,25,5,19,1,0,7,0,34,21,3,43,0,11,5,1
2017-07-07,0,0,38,1,56,0,4,6,6,0,6,0,5,5,52,38,0,7,2,2,0,2,0,0,0,2,0,0,19,3,0,1,1,1,5,0,0,3,0,1,0,1,0,0,0,1,11,26,0,0,4,0,0,1,5,0,0,0,0,0,0,0,6,0,0,27,1,0,1,13,0,6,0,0,0,1,8,27,40,1,44,5,18,0,0,7,2,50,26,0,59,0,6,4,1
2017-07-08,2,0,36,4,53,1,0,7,6,0,9,0,1,3,33,39,1,5,0,0,1,1,0,1,2,0,1,0,16,5,0,0,3,1,8,0,1,1,0,1,0,0,1,0,0,1,11,50,0,0,4,0,0,3,7,0,1,0,0,0,1,1,3,0,0,30,0,1,1,10,0,0,0,0,0,0,8,24,23,0,38,5,13,1,0,14,1,42,30,1,51,0,1,10,1
2017-07-09,0,2,44,5,60,0,1,3,5,1,12,1,1,1,23,37,0,3,0,2,0,0,0,1,1,0,0,0,19,2,0,0,0,0,8,0,0,3,0,1,0,0,0,0,0,2,20,45,0,0,7,0,0,3,5,0,0,1,0,0,0,0,5,0,0,27,0,0,0,18,0,1,0,0,0,0,6,25,17,1,35,5,24,0,2,5,2,30,27,1,36,0,6,6,0
2017-07-10,2,0,29,5,62,0,2,5,6,0,16,0,5,3,45,35,1,5,1,1,0,2,1,1,0,1,0,0,13,0,0,1,0,1,6,1,1,1,0,0,1,0,0,1,0,2,10,28,0,0,9,1,0,2,2,2,0,1,0,0,0,0,4,0,1,28,1,3,0,16,1,2,0,0,0,1,4,29,30,1,36,6,24,1,0,10,0,30,21,1,43,0,3,5,0
2017-07-11,0,0,27,4,45,0,3,2,8,1,5,0,8,8,36,52,0,4,0,4,2,1,0,0,0,0,0,0,19,0,0,0,0,1,11,0,1,1,0,1,0,1,0,0,0,2,6,35,1,1,4,1,1,0,4,0,0,0,0,0,1,1,3,0,1,24,0,1,2,21,2,0,0,1,1,0,8,31,25,0,39,12,21,2,1,9,0,26,25,0,44,0,3,6,0
2017-07-12,0,0,40,3,50,0,1,3,8,1,7,0,4,11,44,51,1,9,0,2,2,1,0,0,3,0,1,1,15,1,0,0,0,1,7,0,0,2,0,0,0,0,0,1,0,0,6,29,1,0,10,1,0,1,7,0,0,0,1,0,0,0,3,0,1,20,2,1,1,12,0,0,1,1,0,0,6,16,32,3,45,8,20,2,0,7,1,22,24,1,51,0,3,7,1
2017-07-13,1,1,38,3,59,0,2,4,9,0,10,0,4,6,45,52,1,5,0,1,0,0,0,0,0,1,0,0,12,1,0,1,0,2,7,0,0,2,0,1,3,0,0,0,0,2,5,34,0,0,9,0,0,2,4,0,0,0,0,0,0,1,2,0,0,36,1,0,0,15,1,0,0,0,0,0,11,29,27,0,37,2,14,0,0,9,1,44,31,0,50,0,6,14,0
2017-07-14,0,1,45,4,51,1,5,4,11,0,10,0,3,6,39,53,0,5,0,2,0,1,0,1,4,0,0,0,17,2,0,2,0,3,8,0,2,3,0,0,0,1,0,0,0,0,6,29,0,0,5,1,1,8,4,0,0,1,0,0,0,0,2,0,1,26,0,1,0,15,1,1,0,0,0,0,9,41,32,0,40,6,24,0,1,8,0,34,22,0,59,0,0,7,2
2017-07-15,3,1,45,4,63,0,0,2,3,0,4,0,3,3,40,57,0,2,0,3,0,1,0,0,4,0,0,1,12,0,0,0,1,2,3,0,1,3,0,1,0,1,0,0,0,2,9,42,0,0,3,1,0,6,6,0,0,2,0,0,0,0,3,0,0,41,0,1,2,17,1,0,0,2,1,0,8,32,45,0,37,5,25,2,2,6,1,42,19,2,51,0,6,3,0
2017-07-16,0,0,32,4,72,0,0,2,4,3,7,0,2,3,28,37,0,4,1,2,0,1,0,1,2,0,0,0,18,2,0,0,1,3,4,0,0,1,0,0,0,0,0,0,0,0,17,54,1,0,4,0,1,1,3,1,0,1,0,0,1,0,3,0,0,32,0,0,1,20,1,0,0,0,0,0,13,35,25,1,46,6,12,0,0,6,0,34,28,0,43,0,5,10,0
2017-07-17,2,0,39,1,51,0,2,7,7,0,10,0,6,3,44,36,0,1,0,0,1,1,0,0,0,0,0,1,6,1,1,0,1,3,5,1,0,1,0,0,0,0,0,0,1,0,13,36,1,1,10,0,0,0,3,0,0,0,0,0,1,1,2,0,0,23,1,0,0,24,1,0,1,1,1,0,10,31,39,0,38,12,18,1,1,6,0,21,32,0,51,0,5,4,2
2017-07-18,0,0,26,3,68,0,3,3,7,1,5,0,4,4,41,44,0,3,2,1,2,1,0,0,4,0,0,2,16,2,0,0,0,1,5,0,0,4,1,1,0,0,0,0,0,1,11,42,0,0,1,1,0,1,4,0,0,0,0,0,0,0,1,0,3,28,0,1,0,15,0,4,0,0,0,0,8,32,46,0,47,5,22,1,0,10,1,28,21,2,60,0,5,8,0
2017-07-19,4,1,29,2,64,0,2,7,12,2,8,0,4,0,30,45,1,3,0,5,1,2,0,0,2,0,0,2,13,1,0,0,0,0,3,1,0,2,0,2,1,1,0,0,0,2,6,44,0,1,4,0,1,1,4,0,0,2,0,1,0,1,3,0,1,28,0,0,0,22,2,0,0,0,0,1,6,29,36,0,44,4,23,1,0,13,2,31,19,0,52,0,7,10,4
2017-07-20,0,1,28,5,45,0,0,2,9,0,12,0,1,2,50,54,0,4,0,2,2,0,0,2,0,0,0,1,17,2,0,0,1,1,4,0,0,4,0,2,0,0,0,0,0,0,5,44,3,1,8,1,1,3,4,0,0,1,0,0,1,0,5,0,3,22,1,0,1,17,0,0,0,0,0,0,13,29,41,1,43,8,20,0,0,5,1,44,27,0,49,0,10,11,1
2017-07-21,1,0,41,5,74,0,3,3,8,0,10,0,4,6,61,50,0,5,0,2,1,1,0,0,4,0,0,0,12,2,0,0,0,0,5,0,0,5,0,1,1,1,0,0,0,0,9,41,1,0,4,0,0,4,8,0,1,1,1,0,1,0,0,0,2,25,0,1,0,17,1,0,0,0,0,0,11,36,27,1,51,6,28,1,0,8,1,32,24,0,50,0,7,13,0
2017-07-22,3,2,33,2,68,0,0,2,3,0,8,0,2,10,31,53,0,5,0,1,0,5,0,0,1,0,1,0,13,2,0,2,0,1,4,0,0,0,0,2,0,0,0,1,0,0,6,36,0,0,5,0,1,1,6,0,0,4,0,0,0,1,2,0,0,39,0,1,2,18,1,1,0,0,0,0,4,33,18,1,43,2,16,0,1,12,0,47,34,1,63,0,4,8,1
2017-07-23,1,0,37,6,51,0,0,4,9,0,9,0,0,1,35,59,1,5,0,1,1,0,0,0,4,0,1,0,20,1,0,0,3,1,5,0,0,1,0,1,0,0,0,0,0,1,5,57,3,0,2,1,0,3,7,0,0,5,0,0,0,0,1,1,0,35,0,0,0,16,3,2,0,3,1,0,8,29,28,0,35,6,16,0,1,7,1,44,26,0,64,0,7,12,0
2017-07-24,0,0,25,3,45,0,3,7,1,0,3,1,4,5,44,51,0,4,1,0,1,3,0,0,1,0,0,0,24,2,0,0,1,1,4,0,0,2,0,3,0,1,0,0,0,0,10,33,1,0,3,0,0,2,8,0,0,2,0,0,0,0,2,0,0,21,1,0,2,15,2,1,0,0,0,0,6,33,32,0,41,9,17,0,0,9,0,45,16,1,50,0,2,15,0
2017-07-25,0,0,27,4,49,0,0,2,7,1,5,0,4,3,53,51,1,6,0,2,0,0,0,1,2,0,0,0,12,4,0,0,0,2,4,0,0,4,1,0,0,0,0,0,0,0,7,28,0,0,8,0,0,0,7,0,1,1,0,0,0,1,2,0,0,31,1,1,1,18,1,0,0,0,0,2,13,20,25,0,44,4,15,1,2,7,0,30,36,0,55,0,5,5,1
2017-07-26,2,0,24,1,59,0,3,4,5,0,9,0,4,5,46,47,0,3,0,0,0,0,1,0,2,0,0,0,13,2,0,0,1,2,6,0,0,1,0,0,0,2,1,0,1,1,8,37,0,0,5,1,0,1,6,0,0,1,0,0,1,0,4,0,0,25,1,0,1,16,0,1,0,2,0,0,10,40,35,0,44,8,9,1,2,7,3,32,23,1,46,0,7,5,1
2017-07-27,0,2,44,8,50,0,0,3,3,0,6,0,2,6,45,72,0,4,1,4,0,0,1,0,0,0,1,0,10,1,1,1,0,1,3,0,0,3,0,3,1,0,0,0,0,1,2,30,1,0,5,1,1,1,4,0,0,1,0,0,0,1,4,0,0,29,0,3,0,14,1,0,1,1,0,0,12,35,41,0,39,8,19,2,0,6,1,29,18,3,50,0,5,3,1
2017-07-28,0,0,31,5,65,0,5,0,9,0,5,2,3,4,40,50,1,4,0,1,0,0,0,0,2,0,0,0,11,1,0,0,1,1,9,0,1,1,1,1,1,0,0,0,0,1,6,35,1,1,4,0,0,5,7,0,0,0,0,0,1,0,6,0,1,33,0,0,2,16,1,1,1,0,1,0,13,23,22,1,47,3,16,0,1,6,0,43,28,2,52,0,6,6,0
2017-07-29,2,0,36,4,50,0,0,4,11,0,3,0,2,5,40,49,0,3,0,0,0,1,0,0,4,0,0,1,14,0,0,2,1,1,2,0,0,0,2,3,0,1,0,0,0,0,7,38,4,0,4,0,0,0,5,0,0,0,0,0,1,0,8,0,0,30,0,0,1,18,0,1,0,0,1,1,10,20,24,0,39,3,16,0,0,8,0,54,27,0,50,0,2,9,0
2017-07-30,4,0,46,4,65,2,2,4,6,0,10,1,1,7,31,40,1,2,0,2,1,1,0,0,1,0,0,1,16,2,1,1,0,0,3,1,0,1,0,2,0,0,1,0,0,2,13,53,1,0,2,0,1,1,6,0,1,2,0,0,0,0,4,0,0,39,0,0,1,16,1,1,0,0,0,0,10,25,11,0,22,3,21,0,2,10,0,31,21,0,47,0,4,9,0
2017-07-31,2,0,38,4,65,1,2,3,4,1,9,1,5,3,38,50,0,4,0,2,1,2,0,1,2,0,0,0,6,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,8,31,2,0,5,0,0,1,12,0,0,2,0,0,0,0,3,0,3,26,0,0,0,15,1,0,0,1,0,0,12,29,42,1,73,6,22,0,1,7,0,28,18,1,52,0,4,6,0
2017-08-01,3,0,25,3,61,0,3,9,6,0,7,1,7,2,52,56,1,1,0,2,8,0,0,0,2,0,0,0,13,23,0,1,0,3,12,1,0,0,0,1,0,0,1,0,0,2,13,32,1,0,15,1,5,4,13,0,0,0,0,1,0,1,15,0,2,33,0,10,7,12,4,1,0,5,0,1,13,26,98,2,47,2,28,1,1,8,4,43,30,2,45,0,4,5,0
2017-08-02,0,0,34,2,54,0,0,1,6,0,7,0,1,2,34,41,2,4,0,1,0,3,0,0,1,0,0,0,8,1,0,2,0,2,7,0,0,4,0,1,1,1,0,0,0,3,7,34,0,1,1,0,0,5,5,0,1,0,0,0,0,0,2,0,2,39,1,2,0,14,1,0,0,0,1,1,10,35,35,1,45,6,20,2,1,9,0,46,23,0,48,0,9,8,0
2017-08-03,0,2,43,2,62,0,3,3,11,0,5,0,9,4,46,37,1,5,0,1,0,1,0,0,4,0,0,0,16,2,0,0,0,0,8,0,1,3,0,0,1,0,0,1,0,3,12,28,0,0,2,0,0,1,6,0,0,0,0,1,0,2,3,0,0,27,0,0,1,14,0,0,0,0,0,0,3,33,24,0,36,5,21,1,3,8,1,49,33,1,36,0,7,8,1
2017-08-04,1,1,20,7,46,0,3,4,4,0,17,0,1,2,46,49,0,4,0,2,0,0,0,1,1,0,0,0,15,1,0,0,1,2,4,0,0,0,0,1,0,0,0,0,0,0,2,48,1,0,6,0,0,1,4,0,0,0,1,0,0,0,1,0,1,28,0,1,1,22,1,1,0,0,1,1,10,31,27,2,41,5,21,1,0,8,0,25,35,1,54,0,4,5,0
2017-08-05,1,0,50,6,61,0,1,8,4,0,5,0,0,0,36,48,1,3,0,5,0,1,0,0,1,0,0,0,17,2,0,0,1,6,3,0,0,4,0,0,1,0,1,1,0,1,5,41,0,0,3,1,1,3,4,0,0,2,0,0,0,0,7,0,2,26,1,0,1,12,2,2,1,1,0,2,9,39,22,0,37,7,13,0,0,7,2,32,29,2,52,0,9,11,0
2017-08-06,4,0,32,3,69,0,0,3,4,0,6,1,1,0,28,52,1,6,2,4,1,4,0,1,2,0,0,2,13,0,0,0,1,1,4,0,0,1,0,2,1,0,0,0,0,2,4,39,0,0,2,0,1,1,3,0,0,0,0,0,0,1,5,0,2,28,1,2,0,13,0,3,0,1,0,0,10,23,15,2,32,6,14,0,0,3,0,34,25,2,54,0,4,13,3
2017-08-07,0,0,21,3,64,0,4,5,7,0,3,0,6,0,51,45,1,4,0,1,0,0,0,1,0,0,0,2,14,0,0,0,1,1,7,0,0,2,0,1,0,0,0,0,0,1,12,34,1,0,7,1,0,1,3,0,0,0,0,0,0,0,3,0,2,31,0,0,3,13,0,0,0,2,1,0,10,26,36,0,43,6,22,0,0,6,2,38,24,0,45,0,6,4,1
2017-08-08,3,0,20,2,50,0,0,3,5,0,10,0,4,0,32,36,0,2,1,1,0,0,0,1,5,0,0,0,17,1,0,0,0,0,3,1,1,0,1,2,0,0,0,0,0,1,4,43,0,0,6,0,0,3,7,0,1,1,0,0,1,0,1,0,0,16,0,1,1,12,3,0,0,0,0,0,9,18,34,0,46,6,15,1,2,10,0,34,25,0,54,0,1,6,1
2017-08-09,1,1,24,7,51,0,0,3,3,0,9,0,6,0,46,33,0,4,0,1,0,1,0,0,2,0,0,0,17,1,0,1,1,0,2,0,1,3,0,0,0,1,1,0,0,1,4,37,0,0,5,0,0,0,6,0,0,0,0,1,0,0,2,0,1,27,0,0,1,16,1,0,0,0,0,1,11,30,31,1,30,1,23,0,1,11,0,36,20,0,44,0,5,5,2
2017-08-10,1,0,31,0,49,0,6,3,3,0,6,0,10,1,43,43,0,4,0,1,0,0,1,0,4,0,0,0,12,0,0,0,1,1,9,0,0,4,0,0,0,1,0,0,0,1,7,36,2,0,10,0,0,1,4,0,0,0,0,0,0,0,2,0,6,27,1,0,0,15,2,0,0,0,1,1,6,38,31,0,37,6,20,1,2,10,0,34,26,0,43,0,8,9,2
2017-08-11,3,0,24,5,53,0,1,2,10,2,5,0,6,2,39,41,0,5,0,0,0,0,0,1,2,0,1,0,17,1,0,2,1,2,6,0,0,2,0,0,0,0,0,0,0,2,5,32,0,0,5,0,0,2,8,0,0,1,0,0,0,0,4,0,2,30,0,1,0,17,1,2,0,0,0,0,10,21,38,1,44,6,15,0,0,10,0,27,27,0,59,0,8,2,0
2017-08-12,1,0,41,3,50,0,1,4,3,0,7,0,0,0,30,60,0,3,1,2,2,0,0,0,1,0,0,1,11,2,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,2,7,49,1,1,4,0,0,1,5,0,0,1,1,0,0,2,2,0,2,29,0,0,3,14,2,1,0,0,0,1,11,31,24,0,43,6,21,0,0,7,2,32,37,0,49,0,5,5,2
2017-08-13,0,0,42,6,53,0,1,4,6,0,7,0,1,0,39,58,0,4,0,1,0,2,0,0,1,0,0,0,13,1,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,8,48,0,0,3,0,0,0,4,0,1,0,0,0,0,0,4,1,0,32,0,1,1,13,2,1,0,0,0,0,15,25,19,1,25,10,12,0,0,6,0,32,22,0,51,0,6,9,1
2017-08-14,1,0,36,3,49,0,5,1,5,1,7,1,3,1,41,46,5,2,0,1,1,0,0,0,1,0,0,2,11,2,0,1,2,0,10,0,1,4,0,0,1,2,0,1,0,0,6,39,1,0,4,0,2,1,4,1,1,0,0,1,0,0,1,0,1,24,0,1,3,11,1,1,0,0,0,1,8,37,35,0,41,5,18,0,0,4,2,38,30,2,49,0,7,4,0
2017-08-15,2,0,23,5,55,0,0,18,3,1,6,0,6,4,45,47,2,2,0,0,0,1,0,0,0,0,0,0,15,3,1,2,2,1,6,0,0,4,0,2,1,1,0,1,1,0,8,33,0,0,6,1,0,1,5,0,2,0,0,1,0,0,3,0,4,29,1,1,3,24,3,3,0,0,1,0,5,21,40,1,44,4,23,2,0,3,2,35,24,0,50,0,7,5,0
2017-08-16,2,0,28,4,43,0,5,3,6,0,8,0,3,3,37,39,0,3,0,1,0,0,0,0,0,0,1,0,23,3,0,0,1,1,6,0,0,1,0,1,0,1,0,0,1,1,9,32,0,0,2,0,0,0,8,0,0,1,0,0,0,1,4,0,0,25,0,0,0,20,0,1,0,0,1,0,9,35,41,1,44,5,18,1,0,9,1,41,21,0,57,0,3,3,2
2017-08-17,2,1,25,2,51,0,3,4,9,1,8,0,9,3,51,52,0,5,0,4,0,1,0,0,2,0,1,2,16,0,0,0,2,2,6,0,0,5,0,1,0,1,1,0,0,3,5,28,1,0,7,1,0,3,2,0,1,0,0,0,0,0,2,0,2,29,0,0,0,22,2,0,0,1,1,0,9,35,38,0,38,5,18,1,0,4,1,27,17,0,41,0,2,5,0
2017-08-18,0,0,37,3,51,0,2,2,10,1,18,0,3,5,44,49,1,3,0,0,2,0,0,1,2,0,0,2,16,0,0,0,0,0,5,0,0,2,0,2,0,0,0,0,0,0,10,27,0,1,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,25,1,1,2,15,2,0,0,0,1,1,6,37,27,0,37,7,27,0,1,7,1,44,31,0,58,0,3,5,0
2017-08-19,2,1,20,5,49,0,0,3,4,0,8,0,5,1,43,48,1,3,0,3,0,0,0,0,1,0,0,0,16,0,0,1,2,1,1,0,1,2,0,0,0,0,0,0,0,1,5,53,1,0,4,0,1,0,3,1,0,0,0,0,2,1,2,0,1,25,0,0,1,18,5,1,0,0,0,0,10,39,25,1,39,4,21,1,1,5,0,45,25,0,56,0,4,6,0
2017-08-20,0,1,41,7,53,0,1,10,6,1,9,1,2,0,27,39,1,3,0,4,0,1,1,0,2,0,0,0,16,2,0,0,2,0,3,0,0,3,0,0,0,1,0,1,1,0,9,53,1,0,5,0,0,0,2,1,0,2,0,0,1,0,3,0,0,27,0,0,1,16,2,0,0,1,0,0,10,23,27,0,34,7,13,0,2,5,0,34,28,0,48,0,8,6,0
2017-08-21,2,0,30,1,56,0,1,4,9,1,9,1,1,4,40,43,1,3,1,4,3,0,0,0,1,0,1,0,12,2,0,3,0,2,4,1,0,1,1,2,0,0,0,0,0,1,5,27,0,0,4,0,0,3,10,0,0,0,1,0,0,1,2,0,0,30,2,1,0,13,0,0,0,0,3,0,10,33,39,0,42,5,17,1,4,5,1,39,22,1,55,0,3,7,1
2017-08-22,2,1,32,4,61,1,0,2,9,1,6,0,2,0,32,53,1,0,0,1,1,0,0,0,2,0,0,0,18,2,0,0,2,2,8,0,1,3,0,0,0,0,0,0,0,2,11,30,2,0,4,1,1,0,5,0,1,0,0,0,1,0,1,0,0,23,2,0,1,16,2,0,0,1,0,1,15,23,31,0,36,5,18,0,0,9,1,32,25,3,55,0,6,3,0
2017-08-23,1,0,26,2,49,0,1,3,8,0,6,0,4,2,45,56,0,4,0,5,1,2,0,0,2,0,0,1,22,1,1,0,0,1,7,0,0,3,0,0,0,0,0,0,0,2,5,27,0,0,3,1,2,3,5,0,0,0,0,0,0,0,4,0,1,23,1,0,2,18,2,1,0,0,0,0,13,17,37,1,42,8,19,0,0,6,0,25,22,2,53,0,7,8,0
2017-08-24,0,2,33,5,47,0,0,2,8,0,4,0,5,1,40,44,0,3,0,1,1,0,0,0,0,0,0,0,5,1,0,0,0,2,6,0,1,0,1,0,0,0,1,0,1,4,10,41,0,1,1,1,0,2,6,1,0,1,0,1,1,0,5,0,2,21,2,1,0,14,3,2,0,2,0,0,11,31,32,1,53,5,21,3,0,7,2,37,27,1,33,0,6,4,0
2017-08-25,0,0,28,2,41,0,1,2,13,0,5,0,6,1,42,49,0,6,0,1,1,0,0,0,3,0,0,2,12,1,0,0,0,0,9,1,0,6,0,5,0,0,0,0,0,1,4,41,2,0,4,1,1,2,3,0,0,2,0,1,1,0,1,0,0,39,0,4,0,14,0,0,0,0,1,0,11,33,33,0,54,7,29,1,2,14,1,32,23,0,45,0,6,12,1
2017-08-26,2,0,32,5,72,1,3,2,1,2,8,0,0,0,34,48,0,3,0,2,0,5,0,1,4,0,0,0,8,0,1,0,1,2,3,0,0,1,0,1,1,1,0,1,0,2,6,56,1,0,5,0,1,3,8,0,2,0,0,0,0,0,3,0,4,38,0,0,1,21,2,1,0,0,0,1,6,32,27,3,41,7,18,0,1,8,0,45,31,3,52,0,1,4,2
