date,Aggravated Assault Firearm,Aggravated Assault No Firearm,All Other Offenses,Arson,Burglary Non-Residential,Burglary Residential,DRIVING UNDER THE INFLUENCE,Disorderly Conduct,Embezzlement,Forgery and Counterfeiting,Fraud,Gambling Violations,Homicide - Criminal,Liquor Law Violations,Motor Vehicle Theft,Narcotic / Drug Law Violations,Offenses Against Family and Children,Other Assaults,Other Sex Offenses (Not Commercialized),Prostitution and Commercialized Vice,Public Drunkenness,Rape,Receiving Stolen Property,Robbery Firearm,Robbery No Firearm,Theft from Vehicle,Thefts,Vagrancy/Loitering,Vandalism/Criminal Mischief,Weapon Violations
2022-03-29,12,15,32,3,3,16,1,0,0,1,12,0,0,0,32,11,0,68,3,0,0,6,4,6,9,33,77,0,39,8
2022-03-30,9,12,39,1,5,11,4,0,1,3,22,0,0,0,38,16,0,88,3,0,0,1,2,3,11,47,81,0,39,6
2022-03-31,8,10,36,1,7,12,1,0,1,2,18,0,1,0,26,16,0,78,4,3,0,0,1,6,9,41,80,0,36,10
2022-04-01,5,16,43,1,4,11,8,0,1,1,17,0,0,0,35,10,1,66,1,0,0,0,1,14,8,39,71,0,40,4
2022-04-02,5,11,28,1,3,6,5,0,0,2,16,0,0,1,22,11,0,69,2,0,0,0,3,3,7,33,69,0,36,7
2022-04-03,7,11,38,2,2,10,4,0,0,0,3,0,1,0,16,5,0,72,2,0,0,2,2,5,5,33,57,0,28,8
2022-04-04,12,25,33,3,6,12,4,1,0,1,26,0,2,0,25,4,1,91,7,0,0,6,1,9,5,56,103,0,49,12
2022-04-05,10,9,37,0,9,8,2,2,5,1,32,0,1,0,28,11,1,80,12,0,0,0,2,6,9,48,80,0,37,8
2022-04-06,16,11,34,0,8,6,2,0,1,0,21,0,1,0,24,18,1,75,7,3,0,1,1,5,7,42,87,0,32,8
2022-04-07,7,18,31,3,2,11,1,0,1,0,22,0,0,0,20,9,1,62,1,3,0,2,1,5,5,36,88,0,41,3
2022-04-08,11,12,32,2,6,9,2,1,1,0,20,0,1,0,20,4,0,74,1,0,0,3,3,5,9,48,100,0,47,6
2022-04-09,9,19,35,1,4,14,3,0,1,0,19,0,1,1,34,13,0,68,1,0,0,1,0,4,8,37,80,0,43,7
2022-04-10,13,7,42,2,6,15,1,0,1,0,10,0,0,0,25,5,0,76,3,0,0,2,0,9,15,39,75,0,28,10
2022-04-11,8,18,37,1,7,8,1,0,2,3,21,0,1,4,41,11,0,59,4,0,0,1,1,11,10,34,88,2,42,8
2022-04-12,11,8,40,0,6,11,1,0,0,1,19,0,0,0,33,11,0,60,4,1,0,1,0,3,5,53,96,0,38,11
2022-04-13,12,13,52,1,11,4,1,0,0,2,23,0,2,0,25,17,0,65,3,3,3,0,8,4,11,36,98,0,40,10
2022-04-14,22,8,39,2,3,5,5,0,3,1,17,0,3,0,15,9,0,64,1,2,0,2,1,9,7,42,93,0,38,9
2022-04-15,10,17,30,0,8,13,1,3,0,0,24,0,1,1,26,11,2,75,3,0,0,3,2,4,7,29,75,0,37,7
2022-04-16,17,13,37,0,4,5,5,2,0,0,17,0,3,0,18,7,0,47,3,0,0,1,7,14,5,36,58,0,35,8
2022-04-17,9,13,22,1,3,9,0,0,0,1,7,0,1,0,24,2,0,68,2,0,0,0,2,2,5,40,52,0,35,5
2022-04-18,11,15,28,3,9,13,1,1,1,2,25,0,1,0,31,5,0,94,2,0,0,2,1,8,8,46,87,0,45,7
2022-04-19,6,10,37,0,3,12,2,1,0,1,23,0,1,0,28,13,0,75,5,0,0,5,1,12,6,41,103,0,52,10
2022-04-20,9,11,33,0,5,5,0,0,2,2,22,0,2,1,28,13,1,75,7,0,0,2,3,5,14,45,97,0,41,12
2022-04-21,5,17,42,3,9,7,1,0,2,0,34,0,3,0,36,10,0,76,9,0,0,3,6,6,6,44,98,0,28,14
2022-04-22,13,12,49,0,2,14,2,0,0,3,23,0,1,0,27,9,0,57,6,0,0,2,1,3,8,36,89,0,48,14
2022-04-23,12,17,36,2,2,7,4,2,0,1,17,1,2,1,17,9,0,67,0,0,0,2,1,5,4,35,84,0,51,2
2022-04-24,14,15,32,1,3,15,4,1,0,1,11,0,0,0,19,4,2,58,2,0,0,3,3,10,14,28,62,0,48,8
2022-04-25,9,11,27,2,13,24,1,1,2,2,15,0,1,0,34,9,2,67,6,0,0,3,3,12,8,37,103,0,43,6
2022-04-26,10,16,38,1,5,12,1,3,2,2,32,0,0,0,20,14,1,83,3,7,2,0,1,9,7,42,87,0,40,12
2022-04-27,19,16,37,1,7,14,2,1,1,0,36,0,1,0,28,16,1,78,7,2,0,2,2,7,6,44,101,0,44,10
2022-04-28,13,19,32,1,9,13,1,1,2,0,23,0,1,0,22,10,0,67,4,1,0,1,4,6,7,38,69,0,35,10
2022-04-29,7,10,29,4,1,12,10,1,4,1,30,0,0,0,25,8,1,84,3,0,0,0,1,3,4,31,82,0,29,15
2022-04-30,13,16,25,1,4,3,2,2,0,3,10,0,2,0,24,2,0,68,1,4,1,2,2,6,8,28,66,0,43,8
2022-05-01,8,19,35,3,8,9,7,0,1,0,7,0,1,0,17,3,0,57,0,0,0,0,1,9,6,40,64,0,36,5
2022-05-02,8,14,41,1,8,10,1,1,0,3,21,0,0,0,25,7,0,83,0,0,0,2,3,4,5,53,86,0,59,5
2022-05-03,13,13,26,1,10,15,7,3,1,0,24,0,2,0,24,12,1,81,3,4,0,0,3,12,7,33,95,0,59,11
2022-05-04,7,10,34,1,5,11,0,0,0,0,25,0,0,0,21,8,1,76,2,3,0,2,1,7,13,36,106,0,54,12
2022-05-05,12,15,40,2,13,8,2,1,0,0,21,0,2,1,26,8,0,86,8,0,0,4,5,7,8,30,96,0,30,5
2022-05-06,4,11,36,1,5,11,5,1,1,0,23,0,0,1,34,5,2,81,2,0,0,2,2,6,8,29,73,0,35,9
2022-05-07,9,12,19,0,5,6,8,1,0,0,16,0,1,1,30,1,1,69,1,3,0,1,1,12,7,34,63,0,26,5
2022-05-08,4,10,23,3,2,6,4,2,0,0,6,0,3,0,27,0,1,46,1,0,0,3,2,7,6,33,62,0,36,6
2022-05-09,17,12,30,4,7,13,2,1,1,1,26,0,3,0,28,7,1,96,4,0,0,3,1,10,7,54,85,0,63,8
2022-05-10,5,20,42,1,2,11,0,0,3,2,18,0,1,0,20,14,1,90,13,6,0,3,1,8,13,46,79,0,41,9
2022-05-11,10,24,31,2,4,11,0,0,2,0,17,0,2,0,24,18,1,93,3,0,0,2,1,10,10,40,119,0,49,9
2022-05-12,5,11,27,0,6,7,1,0,1,1,22,0,0,0,33,17,1,83,3,1,0,3,1,8,11,41,92,0,30,14
2022-05-13,11,11,36,2,3,11,24,0,2,1,21,0,5,0,28,10,0,76,3,8,0,2,4,4,11,49,88,0,36,14
2022-05-14,10,19,27,2,5,3,7,0,0,3,11,0,1,0,32,8,0,70,0,0,0,1,3,5,10,36,96,0,37,9
2022-05-15,10,20,43,1,5,8,2,1,0,0,11,0,0,0,15,6,1,73,2,0,0,0,2,16,8,27,80,0,47,4
2022-05-16,13,14,18,2,9,9,0,1,0,2,22,0,2,0,32,12,0,92,4,0,0,3,4,9,10,49,106,0,45,7
2022-05-17,10,14,31,0,12,12,0,1,1,4,16,0,2,0,38,13,2,80,9,3,0,6,3,5,9,47,112,0,38,10
2022-05-18,9,14,40,1,6,16,3,0,1,1,22,0,0,0,32,14,2,70,6,3,0,3,0,10,6,52,100,0,47,10
2022-05-19,9,18,45,0,9,9,1,1,0,0,22,0,0,0,19,8,0,78,5,1,0,0,2,13,5,35,97,0,28,13
2022-05-20,5,6,43,1,6,5,16,0,1,1,17,0,1,0,37,7,0,82,4,0,0,2,3,5,9,47,77,0,35,6
2022-05-21,7,9,46,0,3,11,3,2,0,0,18,0,1,1,27,4,0,78,2,6,0,2,0,2,5,34,75,0,28,4
2022-05-22,10,21,41,1,6,14,4,2,0,0,3,0,4,0,23,1,1,66,1,0,0,1,2,9,11,42,81,0,44,9
2022-05-23,12,15,38,2,13,10,0,1,2,5,40,0,1,0,26,2,0,85,6,0,0,2,2,9,14,49,104,0,38,11
2022-05-24,15,11,33,1,6,23,1,1,3,0,21,0,1,0,37,13,0,82,5,4,0,1,2,13,8,44,106,0,36,12
2022-05-25,19,19,40,4,3,11,2,1,0,1,27,0,5,0,29,13,0,87,6,3,0,2,3,13,12,39,99,0,52,15
2022-05-26,15,7,31,2,6,10,5,2,0,0,26,0,1,0,20,8,0,91,3,3,0,2,3,4,7,50,96,0,49,7
2022-05-27,9,18,35,1,4,8,4,0,0,2,19,0,0,0,19,4,0,78,8,0,0,1,2,4,10,43,86,0,39,9
2022-05-28,8,21,38,1,4,8,4,0,0,2,16,0,3,1,27,9,0,73,3,0,0,1,2,5,18,27,99,0,44,9
2022-05-29,10,12,37,1,5,9,1,0,0,0,8,0,5,0,16,2,2,53,3,0,0,1,3,3,6,37,81,0,41,7
2022-05-30,13,15,31,1,1,9,2,1,0,0,6,0,7,0,17,5,0,75,2,0,1,1,0,5,7,32,74,0,35,4
2022-05-31,11,18,44,1,9,16,2,0,0,0,21,0,0,0,26,10,0,88,2,0,0,0,1,2,9,61,122,0,56,5
2022-06-01,15,14,33,2,7,9,0,0,1,0,33,0,1,0,32,8,0,98,3,0,0,3,4,10,5,54,92,0,36,11
2022-06-02,8,18,41,0,3,12,2,0,0,1,27,0,1,0,26,14,0,94,2,0,1,1,3,11,5,45,103,0,40,5
2022-06-03,13,15,36,0,6,9,13,0,0,2,27,0,1,0,40,8,0,82,9,0,1,4,4,10,8,43,89,0,39,12
2022-06-04,9,15,33,1,4,6,3,0,0,5,15,0,2,0,39,8,1,65,0,0,0,0,2,12,10,53,89,0,34,3
2022-06-05,17,20,30,1,4,5,4,2,0,1,4,0,3,0,19,1,0,77,3,0,0,0,2,6,7,44,80,0,44,8
2022-06-06,12,32,31,1,3,11,1,1,0,0,21,0,0,0,41,12,0,77,3,0,1,4,2,9,15,37,97,0,40,14
2022-06-07,12,21,40,1,2,16,0,0,0,2,14,0,2,0,37,7,0,78,5,3,0,3,2,13,13,53,107,0,34,7
2022-06-08,9,23,38,0,5,20,0,0,0,2,28,0,2,0,31,12,0,84,8,1,0,1,3,13,6,52,103,0,43,10
2022-06-09,8,23,25,2,4,14,0,0,0,3,22,0,0,0,21,16,1,87,10,0,0,0,5,4,8,33,105,0,45,16
2022-06-10,10,15,34,1,4,12,5,0,0,2,17,0,1,0,31,9,0,81,5,0,0,3,0,8,7,52,99,0,30,15
2022-06-11,9,15,32,0,6,11,4,2,0,0,17,0,1,0,26,9,0,68,0,0,2,0,0,3,8,47,64,0,43,12
2022-06-12,10,6,25,1,5,15,1,2,0,0,7,0,3,0,24,3,1,69,0,0,0,3,0,11,9,46,84,0,43,5
2022-06-13,11,12,39,4,6,17,1,0,0,2,29,0,0,0,23,8,1,88,4,0,0,3,0,6,17,63,129,0,56,9
2022-06-14,9,16,39,1,7,14,0,1,1,2,25,0,1,0,26,9,0,68,5,4,0,0,5,6,5,41,102,0,47,7
2022-06-15,10,19,24,2,5,12,0,0,0,3,30,0,1,0,31,10,0,84,2,1,0,2,5,11,9,53,111,0,58,6
2022-06-16,10,15,32,1,6,19,3,0,1,1,25,0,1,0,19,18,1,82,1,3,0,2,6,6,8,27,102,0,44,9
2022-06-17,15,12,40,1,11,17,13,2,0,5,23,0,4,0,29,10,0,65,2,0,2,1,2,5,8,37,97,0,47,5
2022-06-18,10,14,28,3,2,5,0,0,1,0,8,0,6,1,18,5,1,68,2,0,0,2,3,7,4,39,88,0,59,6
2022-06-19,15,14,34,4,3,6,4,1,0,0,4,0,3,0,21,0,1,55,2,0,0,3,2,10,15,29,66,0,60,6
2022-06-20,10,22,25,1,10,18,2,0,1,0,15,0,1,0,26,10,0,80,2,0,3,2,2,10,15,55,102,0,48,9
2022-06-21,13,13,38,1,3,10,1,0,1,2,29,0,1,0,40,10,0,68,2,0,0,1,0,10,8,65,135,0,48,6
2022-06-22,13,20,48,1,9,16,0,0,1,3,30,0,1,0,27,13,0,69,14,0,0,0,2,9,9,63,122,0,52,17
2022-06-23,8,13,50,0,7,13,1,0,1,2,21,0,2,0,34,10,0,77,2,0,2,2,5,9,5,64,105,0,34,8
2022-06-24,12,12,49,0,7,10,18,1,2,1,29,0,0,0,21,3,0,72,2,0,0,0,1,9,9,58,121,0,36,12
2022-06-25,11,14,32,2,7,7,2,0,1,1,17,0,1,0,20,1,0,53,0,0,0,1,2,15,8,27,98,0,44,4
2022-06-26,8,8,28,4,7,4,2,0,0,0,2,0,2,0,15,0,0,67,1,0,0,1,0,7,14,48,82,0,43,5
2022-06-27,9,15,31,0,7,20,0,0,0,2,28,0,1,0,31,2,1,89,6,0,0,6,1,12,5,63,144,0,46,6
2022-06-28,13,15,41,0,5,17,2,3,1,0,25,0,2,0,24,3,1,82,6,0,0,0,1,7,14,63,95,0,46,9
2022-06-29,9,16,44,2,7,6,1,2,0,5,25,0,3,0,32,8,0,82,0,0,0,1,4,14,12,52,104,0,38,15
2022-06-30,10,16,48,3,7,8,0,1,1,2,22,0,0,1,27,8,0,75,6,0,0,0,2,8,20,46,95,0,41,7
2022-07-01,11,10,33,2,9,3,3,2,0,2,18,0,2,1,30,7,1,75,1,0,0,2,5,12,5,38,97,0,51,4
2022-07-02,16,19,22,2,3,16,6,1,0,0,10,0,3,0,22,4,0,89,1,0,0,2,4,8,12,49,86,0,36,8
2022-07-03,11,9,29,4,5,13,1,1,0,0,7,0,1,0,19,0,1,77,2,0,0,3,1,11,10,49,87,0,35,7
2022-07-04,15,11,22,2,5,11,4,2,0,0,5,0,4,0,13,2,1,81,2,0,0,3,3,5,7,43,71,0,45,8
2022-07-05,14,17,43,3,13,15,4,0,0,2,25,0,1,0,44,6,0,77,1,3,0,2,0,8,15,56,95,0,47,11
2022-07-06,8,10,43,1,9,15,0,2,3,1,26,0,6,0,41,9,0,77,3,0,0,3,3,9,5,55,107,0,28,14
2022-07-07,13,14,27,2,9,9,3,0,0,2,31,0,6,0,26,12,1,72,4,0,0,1,3,8,6,62,98,0,50,7
2022-07-08,8,14,39,0,6,11,0,0,1,2,26,0,2,1,35,10,1,85,3,0,0,1,2,6,12,52,97,0,48,9
2022-07-09,13,11,28,0,6,17,0,0,0,0,17,0,1,1,34,4,0,88,0,0,0,1,3,9,6,33,95,0,35,7
2022-07-10,11,10,27,1,6,6,3,2,0,1,7,0,0,0,20,2,0,72,0,0,0,1,1,13,11,61,88,0,39,8
2022-07-11,16,16,40,1,10,13,3,1,0,0,24,0,4,0,37,3,1,69,3,0,0,3,2,11,12,50,127,0,41,7
2022-07-12,8,11,53,2,4,12,1,0,0,2,24,0,2,0,30,11,1,72,1,0,0,1,3,9,15,40,115,0,53,6
2022-07-13,5,14,45,1,4,13,1,0,0,2,30,0,1,0,34,12,0,79,1,0,0,2,1,10,8,55,105,0,38,10
2022-07-14,6,17,39,1,8,9,4,1,1,1,23,0,2,0,28,7,0,69,2,0,0,1,3,8,9,63,115,0,28,18
2022-07-15,6,10,50,1,9,12,14,1,0,3,23,0,2,0,30,8,0,70,2,0,0,2,3,4,12,43,119,0,41,11
2022-07-16,8,21,27,0,4,8,3,1,0,2,8,0,1,0,22,10,0,66,1,0,0,0,2,10,11,47,91,0,44,8
2022-07-17,10,17,30,3,8,8,0,0,0,2,10,0,2,0,20,2,0,62,2,0,0,2,3,13,7,43,92,0,34,5
2022-07-18,4,16,36,1,10,15,1,0,1,0,32,0,3,0,34,7,1,81,1,0,0,2,4,12,10,54,140,0,42,11
2022-07-19,7,10,42,2,5,16,1,0,1,2,27,0,2,0,39,9,0,69,3,4,0,0,6,6,17,51,128,0,41,13
2022-07-20,8,8,42,1,8,14,5,0,1,3,33,0,2,0,28,10,0,80,1,0,0,0,2,10,9,49,115,0,42,8
2022-07-21,10,20,46,1,6,7,2,0,1,4,28,0,1,0,27,14,0,83,1,0,0,0,2,10,5,54,91,0,46,9
2022-07-22,5,10,42,2,6,14,11,1,0,2,18,0,1,0,28,12,1,71,2,0,0,2,2,8,8,45,108,0,43,8
2022-07-23,8,19,37,1,7,6,2,1,0,0,26,0,0,0,24,9,0,60,1,0,0,1,2,6,8,45,84,0,29,4
2022-07-24,6,24,25,3,3,8,5,0,0,0,15,0,0,0,30,2,1,59,2,0,0,3,1,2,11,30,78,0,42,5
2022-07-25,11,12,47,2,11,17,0,1,1,4,26,0,1,0,37,3,0,96,1,0,0,3,5,9,8,44,117,0,49,14
2022-07-26,11,9,40,0,4,12,2,2,1,5,24,0,1,0,41,9,1,82,3,0,0,1,4,13,11,53,119,0,49,5
2022-07-27,9,10,48,0,5,8,1,2,0,0,23,0,2,0,33,13,0,69,5,2,0,1,3,3,5,54,102,0,43,15
2022-07-28,12,14,35,1,5,11,0,0,0,1,22,0,2,0,34,13,0,75,4,0,0,3,5,7,9,44,96,0,53,9
2022-07-29,11,14,31,0,7,15,2,0,0,1,34,0,2,0,27,8,0,62,3,0,0,2,0,15,7,52,91,0,47,11
2022-07-30,7,13,38,0,8,8,3,1,0,0,21,0,2,1,29,4,0,65,2,0,0,2,2,5,7,43,81,0,44,7
2022-07-31,16,19,26,2,1,10,3,1,0,1,12,0,0,1,26,3,0,71,6,0,0,2,3,8,11,36,75,0,35,5
2022-08-01,6,11,32,1,5,13,1,0,0,3,30,0,2,0,28,10,0,83,2,0,0,3,6,10,4,59,99,0,39,5
2022-08-02,12,8,41,3,4,15,3,3,0,1,20,0,3,0,30,17,2,66,4,0,0,0,6,9,5,52,105,0,47,14
2022-08-03,10,12,35,2,9,10,2,4,2,2,23,0,3,0,26,11,1,70,11,0,0,0,3,7,6,58,103,0,46,15
2022-08-04,5,9,37,3,5,12,3,1,0,1,32,0,1,0,22,15,0,84,7,0,0,1,0,10,5,57,110,0,29,5
2022-08-05,10,16,47,3,10,6,1,2,0,1,24,0,3,0,24,7,1,77,1,8,0,3,6,9,10,42,95,0,46,7
2022-08-06,7,20,26,2,5,12,1,0,0,0,8,0,2,0,23,5,1,72,2,0,0,0,5,2,9,46,99,0,42,10
2022-08-07,10,13,19,3,7,9,7,2,1,0,8,0,2,0,25,1,2,62,4,0,0,4,2,8,12,45,83,0,28,7
2022-08-08,13,9,30,2,10,13,2,2,4,3,27,0,4,0,50,4,0,77,3,0,0,2,3,14,8,60,131,0,42,4
2022-08-09,13,11,49,1,4,11,0,3,0,4,21,0,0,0,27,12,0,69,4,1,0,0,0,4,5,48,108,0,47,16
2022-08-10,6,13,43,2,7,6,2,2,0,2,20,0,1,0,26,10,1,70,3,3,0,3,4,8,5,55,109,0,47,10
2022-08-11,5,6,44,0,3,10,1,1,1,2,25,0,0,0,36,8,0,56,3,0,0,4,1,7,9,41,96,0,42,9
2022-08-12,11,11,45,3,9,13,15,1,1,2,28,0,3,0,37,3,0,54,3,0,0,1,3,9,4,46,86,0,49,9
2022-08-13,8,13,37,3,9,10,2,0,0,1,15,0,2,1,29,9,0,77,1,0,0,1,2,11,3,41,87,0,36,11
2022-08-14,15,18,33,1,4,3,3,1,0,0,12,0,1,0,34,2,0,77,4,0,0,1,1,9,9,39,73,0,39,6
2022-08-15,5,13,37,3,12,10,1,1,1,2,21,0,0,0,30,7,1,62,0,0,0,1,3,15,7,60,128,0,55,8
2022-08-16,13,7,54,3,7,11,2,0,1,3,30,0,1,0,33,8,1,62,1,1,0,1,3,6,4,61,113,0,50,8
2022-08-17,9,18,48,0,5,6,2,0,2,1,19,0,1,0,36,9,0,66,7,1,0,5,4,14,5,58,110,0,64,11
2022-08-18,14,9,45,2,4,6,0,0,2,1,23,0,0,0,28,9,1,59,0,3,1,1,5,5,6,58,103,0,53,17
2022-08-19,4,10,21,1,3,14,14,4,0,1,20,0,1,0,29,6,0,73,6,0,0,0,1,5,9,49,111,0,46,11
2022-08-20,15,23,29,2,3,14,0,2,0,3,18,0,0,1,27,6,0,47,2,0,0,0,1,8,7,37,93,0,42,6
2022-08-21,15,14,22,1,5,8,5,0,0,1,7,0,3,0,28,1,0,66,6,0,0,3,2,7,6,60,70,0,37,1
2022-08-22,8,10,27,1,9,16,0,0,1,2,27,0,0,0,47,4,0,61,3,0,0,1,4,10,8,64,125,0,41,9
2022-08-23,18,13,39,1,9,20,0,2,1,2,23,0,2,0,36,6,0,69,3,0,0,2,5,8,5,49,118,0,31,14
2022-08-24,11,12,36,3,8,10,1,3,0,2,24,0,3,0,31,17,0,74,6,0,0,1,4,12,7,57,127,0,43,13
2022-08-25,6,8,53,5,6,16,2,1,4,1,25,0,0,0,40,5,0,54,4,0,0,1,3,5,10,64,121,0,41,8
2022-08-26,14,14,46,3,9,10,1,1,0,2,23,0,4,0,37,6,0,69,6,13,0,0,2,9,11,46,133,0,37,7
2022-08-27,8,16,36,3,2,15,4,0,0,2,15,0,2,0,19,14,1,73,1,0,0,2,3,6,11,45,85,0,42,13
2022-08-28,16,12,23,2,8,11,1,0,0,1,8,0,0,0,33,1,0,53,2,0,0,1,1,9,10,49,83,0,44,5
2022-08-29,15,19,27,1,8,14,0,0,0,1,31,0,0,0,38,9,2,72,2,0,0,1,2,2,10,56,118,0,57,8
2022-08-30,2,17,35,1,6,14,2,0,1,2,19,0,1,0,40,13,0,64,5,3,0,0,6,8,7,52,99,0,41,11
2022-08-31,9,21,39,0,7,12,0,2,1,0,28,0,2,0,45,13,1,65,4,0,0,0,4,12,10,49,121,0,43,21
2022-09-01,8,13,32,1,6,7,0,1,0,2,21,0,0,0,24,8,0,67,8,6,0,3,0,8,11,61,100,0,54,11
2022-09-02,8,17,34,1,11,8,0,0,3,1,30,0,1,1,28,8,1,66,2,0,0,4,4,7,5,54,109,0,47,7
2022-09-03,11,7,36,0,4,11,3,4,0,2,10,0,2,0,27,7,0,78,0,0,0,4,2,8,3,29,78,0,29,11
2022-09-04,8,11,13,3,1,12,8,1,0,0,8,0,2,0,26,0,0,61,3,0,0,1,0,7,5,23,101,0,53,7
2022-09-05,10,21,34,4,3,7,0,0,0,0,13,0,4,0,15,0,0,66,0,0,0,4,1,10,4,42,123,0,55,9
2022-09-06,8,13,51,2,10,11,1,1,1,1,20,0,0,0,39,11,0,74,2,3,0,1,4,15,4,41,122,0,51,9
2022-09-07,6,17,39,6,4,14,3,6,0,3,34,0,1,0,35,9,1,65,2,0,0,3,5,8,5,45,119,0,33,9
2022-09-08,12,13,57,2,9,10,3,0,2,6,28,0,2,0,31,13,1,78,3,0,0,1,2,8,4,50,103,0,31,5
2022-09-09,11,17,31,2,4,8,9,3,1,3,31,0,3,0,20,5,0,67,0,0,1,4,5,12,5,59,109,0,29,7
2022-09-10,13,15,31,0,3,6,3,3,0,3,20,0,1,1,35,3,0,64,1,0,0,1,0,17,15,39,89,0,37,5
2022-09-11,9,7,20,1,12,8,2,1,0,0,7,0,4,0,32,2,0,51,1,0,0,1,1,16,8,45,80,0,39,4
2022-09-12,9,26,41,3,14,13,0,0,1,1,45,0,2,0,37,6,0,85,2,0,1,1,2,13,9,63,116,0,36,6
2022-09-13,10,16,23,3,7,11,4,4,3,1,22,0,0,0,47,8,1,76,3,0,0,1,5,5,10,48,120,0,47,7
2022-09-14,9,18,33,2,5,6,0,1,2,0,29,0,1,0,41,16,1,80,2,0,0,3,3,9,11,62,122,0,32,10
2022-09-15,10,9,22,2,3,12,0,2,0,3,25,0,0,0,32,9,1,81,2,0,0,3,2,5,10,47,122,0,30,13
2022-09-16,6,18,34,2,3,8,11,0,1,0,31,0,0,0,33,8,0,50,1,1,0,2,2,8,9,54,95,0,41,5
2022-09-17,10,10,23,2,6,11,5,1,1,0,13,0,0,0,32,6,0,53,2,0,0,0,2,9,7,45,81,0,40,4
2022-09-18,2,20,26,3,10,15,2,1,1,1,8,0,1,0,22,3,0,60,1,0,0,3,1,14,8,51,91,0,35,15
2022-09-19,2,17,30,0,9,15,0,4,1,2,18,0,0,0,35,2,0,87,3,0,0,0,4,14,11,52,119,0,29,7
2022-09-20,8,12,61,0,6,12,2,4,2,2,25,0,1,1,35,11,0,78,9,0,0,1,2,5,5,48,107,0,44,13
2022-09-21,12,11,39,2,8,16,1,1,2,3,23,0,3,0,39,11,0,72,3,0,0,1,2,9,6,50,111,0,36,11
2022-09-22,8,10,41,1,9,10,3,0,1,2,24,0,1,0,39,7,0,72,1,0,0,4,7,3,7,52,101,0,43,8
2022-09-23,5,14,33,1,5,12,12,1,1,0,27,0,0,0,42,5,0,64,2,0,0,2,2,7,6,56,120,0,43,11
2022-09-24,12,10,33,3,5,13,3,0,1,0,19,0,1,3,29,10,0,65,3,0,0,0,2,7,7,46,77,0,43,6
2022-09-25,9,13,30,2,6,15,5,1,0,0,5,0,3,0,25,1,0,66,0,0,0,4,2,12,8,23,65,0,32,5
2022-09-26,13,13,32,2,10,12,1,0,1,1,24,0,3,0,42,5,1,65,1,0,0,2,4,13,6,58,92,0,26,16
2022-09-27,10,16,50,2,8,11,3,1,1,1,23,0,1,0,46,6,0,81,2,0,0,2,2,6,10,59,112,0,52,12
2022-09-28,9,13,33,3,8,5,0,0,3,2,11,0,0,0,30,9,0,72,3,0,0,4,7,7,6,47,106,0,39,11
2022-09-29,12,8,23,3,5,9,2,3,1,2,21,0,2,0,39,11,0,88,4,0,0,1,1,8,5,56,129,0,45,11
2022-09-30,8,10,38,1,7,15,3,0,2,0,25,0,2,1,25,8,1,74,2,0,0,2,1,6,7,39,80,0,31,13
2022-10-01,14,10,34,2,4,10,5,2,1,0,8,0,1,1,24,8,0,56,0,3,0,1,1,7,3,48,87,0,29,2
2022-10-02,5,8,23,1,11,5,5,1,0,2,6,0,1,0,31,0,0,56,1,0,0,2,2,9,6,40,73,0,41,7
2022-10-03,7,12,20,0,12,11,3,2,1,2,23,0,2,0,25,7,0,61,3,0,1,0,0,9,4,60,101,0,38,5
2022-10-04,7,8,35,0,5,11,1,0,1,1,20,0,2,0,32,12,0,59,1,0,0,0,6,13,8,47,105,0,30,13
2022-10-05,5,8,38,0,8,13,1,1,0,3,17,0,3,0,29,16,0,69,7,0,0,2,6,4,12,59,116,0,42,12
2022-10-06,14,17,35,2,0,11,1,3,1,5,23,0,2,0,30,10,0,62,3,0,0,0,5,3,8,58,112,0,50,11
2022-10-07,12,15,37,1,7,7,1,0,1,0,21,0,2,1,29,7,0,89,2,0,0,3,5,13,10,56,93,0,45,6
2022-10-08,7,26,45,3,5,4,0,0,0,1,7,0,2,0,20,9,1,57,3,2,0,1,0,4,4,50,107,0,34,7
2022-10-09,9,16,22,0,4,6,3,1,0,0,12,0,1,0,25,2,1,64,0,0,0,1,2,5,10,41,76,0,47,4
2022-10-10,10,11,23,4,8,13,3,0,0,3,15,0,2,0,34,8,0,78,4,0,0,0,2,12,9,64,112,0,44,4
2022-10-11,12,9,27,1,10,11,0,0,1,2,17,0,1,0,36,11,2,71,3,0,0,0,6,10,8,55,113,0,41,10
2022-10-12,17,11,33,0,7,7,2,2,0,1,22,0,2,0,34,11,0,67,0,1,0,1,5,9,10,47,135,0,44,13
2022-10-13,10,16,35,0,5,10,1,2,1,0,17,0,3,0,26,12,0,58,3,0,0,0,0,7,10,51,114,0,33,5
2022-10-14,7,12,26,2,4,4,1,0,0,0,24,0,0,1,35,7,2,84,4,0,1,2,5,7,6,55,128,0,47,12
2022-10-15,6,12,18,0,5,8,2,2,0,1,14,0,1,1,22,12,0,60,0,0,0,0,0,4,8,46,77,0,39,6
2022-10-16,9,23,23,0,6,2,1,1,0,0,7,0,0,0,33,1,0,66,4,0,0,1,3,8,8,43,76,0,52,4
2022-10-17,5,8,35,1,15,6,1,3,0,1,15,0,0,0,47,7,0,88,3,0,0,1,4,13,11,54,113,0,41,2
2022-10-18,12,13,40,2,8,16,2,0,0,0,26,0,0,0,56,11,1,79,4,0,0,2,4,7,4,50,123,0,46,13
