date,Aggravated Assault Firearm,Aggravated Assault No Firearm,All Other Offenses,Arson,Burglary Non-Residential,Burglary Residential,DRIVING UNDER THE INFLUENCE,Disorderly Conduct,Embezzlement,Forgery and Counterfeiting,Fraud,Gambling Violations,Homicide - Criminal,Liquor Law Violations,Motor Vehicle Theft,Narcotic / Drug Law Violations,Offenses Against Family and Children,Other Assaults,Other Sex Offenses (Not Commercialized),Prostitution and Commercialized Vice,Public Drunkenness,Rape,Receiving Stolen Property,Robbery Firearm,Robbery No Firearm,Theft from Vehicle,Thefts,Vagrancy/Loitering,Vandalism/Criminal Mischief,Weapon Violations
2006-07-10,8,19,142,4,14,27,6,13,3,4,29,0,2,0,42,36,1,78,8,0,1,4,0,8,18,69,63,1,91,6
2006-07-11,10,34,171,0,9,30,4,12,3,2,38,1,2,0,29,36,0,69,5,5,1,1,0,16,15,46,70,1,75,4
2006-07-12,9,16,189,2,8,29,9,9,3,2,37,1,2,0,37,36,1,70,2,6,0,4,1,14,13,59,58,2,86,1
2006-07-13,4,16,245,0,6,24,14,11,2,3,31,1,0,2,31,43,1,93,6,12,0,3,1,9,12,49,58,1,52,3
2006-07-14,13,22,168,0,3,27,12,13,2,5,30,1,2,0,23,25,0,71,3,4,1,4,0,14,6,47,69,0,51,2
2006-07-15,10,30,114,0,5,24,22,10,0,0,21,0,5,0,21,26,1,71,3,0,1,3,0,18,12,47,38,2,64,3
2006-07-16,10,26,153,2,7,22,14,5,1,1,12,0,1,0,18,23,1,75,9,0,1,3,0,17,12,50,45,1,76,2
2006-07-17,7,13,138,1,9,31,7,7,2,1,33,0,3,0,44,27,1,56,4,0,1,3,1,18,15,48,86,1,67,3
2006-07-18,9,15,194,1,6,28,8,11,4,2,21,0,3,0,27,31,0,53,8,5,0,5,0,23,13,47,68,4,65,6
2006-07-19,11,15,174,4,7,28,7,11,1,3,32,1,2,0,33,44,0,85,5,5,0,2,1,10,13,68,80,4,64,5
2006-07-20,15,18,223,5,8,29,9,11,2,3,34,0,0,1,32,30,1,80,5,4,0,0,1,11,14,51,72,1,68,11
2006-07-21,12,20,153,1,3,24,11,15,1,4,34,0,0,1,36,40,0,76,5,7,0,2,0,18,12,52,60,2,63,10
2006-07-22,15,19,128,3,12,21,17,11,0,0,18,0,1,0,31,36,1,82,2,0,3,1,1,18,18,55,63,1,75,4
2006-07-23,17,27,143,0,5,24,11,15,0,0,7,0,1,1,25,30,0,54,6,0,0,3,0,18,12,46,52,2,68,3
2006-07-24,13,16,209,2,18,29,10,9,1,0,40,0,1,0,42,22,0,88,5,0,1,7,0,16,19,60,80,1,77,6
2006-07-25,12,20,246,3,6,38,8,16,2,2,32,0,0,1,24,54,0,63,8,6,0,6,0,17,16,65,79,1,63,6
2006-07-26,8,23,239,2,9,26,7,19,0,2,28,10,1,4,25,40,1,88,8,8,0,1,2,15,14,56,85,2,71,6
2006-07-27,13,14,238,2,3,22,3,7,4,1,42,0,3,1,17,34,0,94,6,4,0,2,0,12,10,48,94,2,68,6
2006-07-28,12,22,74,1,9,35,7,1,2,1,35,1,3,0,22,33,2,76,4,1,0,3,0,19,17,29,56,2,54,9
2006-07-29,12,22,148,0,3,24,17,12,2,1,11,2,2,0,23,30,0,74,4,3,0,9,0,23,15,51,55,0,79,8
2006-07-30,10,22,122,0,5,26,12,9,2,1,6,0,1,1,19,21,1,64,3,0,0,6,1,25,11,49,49,0,83,4
2006-07-31,15,22,164,0,10,34,11,7,1,1,34,0,2,1,33,21,2,73,8,0,0,1,0,14,16,64,75,0,73,8
2006-08-01,11,20,188,3,10,23,10,8,2,0,45,1,0,1,25,38,0,68,2,4,1,6,0,13,20,47,64,2,62,4
2006-08-02,8,16,220,1,8,27,4,7,3,2,33,0,1,2,41,39,0,62,7,5,0,4,1,14,19,43,60,4,66,6
2006-08-03,2,17,175,1,11,20,8,5,1,3,42,0,0,3,18,40,0,61,7,7,0,6,0,14,15,43,75,3,56,4
2006-08-04,5,18,110,5,8,23,13,8,2,1,29,0,3,4,28,32,0,76,3,3,0,7,0,15,10,36,54,2,60,2
2006-08-05,13,18,139,0,6,25,19,10,1,2,12,1,0,3,17,27,0,70,1,3,2,3,0,15,22,48,51,0,68,5
2006-08-06,8,35,178,3,7,30,17,11,1,1,7,0,0,1,36,21,1,84,1,0,1,5,1,20,9,40,54,2,63,1
2006-08-07,7,19,148,1,9,35,9,5,2,2,31,1,1,0,37,30,2,69,7,0,0,5,0,20,14,60,110,2,79,3
2006-08-08,9,24,283,2,4,31,12,14,1,1,45,0,0,0,25,67,0,82,4,7,0,2,0,13,11,52,59,0,73,7
2006-08-09,12,20,165,0,10,26,8,15,4,0,25,0,1,1,33,47,1,79,9,24,1,1,0,14,23,45,64,2,74,2
2006-08-10,9,27,188,0,7,27,7,12,3,0,37,1,0,2,36,49,0,65,3,6,0,2,0,17,13,49,68,2,66,1
2006-08-11,6,18,147,0,10,27,10,9,1,3,38,2,3,6,31,37,0,58,7,6,1,3,1,15,21,45,70,1,71,2
2006-08-12,11,26,193,0,8,22,16,12,0,1,21,0,0,3,23,30,1,56,1,8,0,2,0,27,11,39,45,0,93,4
2006-08-13,14,21,212,2,4,27,13,10,0,0,6,0,0,1,37,26,1,65,1,0,1,2,0,9,16,52,48,4,92,7
2006-08-14,10,19,149,3,14,33,6,6,1,2,33,2,1,1,28,24,0,55,2,0,0,4,0,15,12,52,75,3,84,2
2006-08-15,9,22,244,4,8,31,7,11,2,6,37,1,0,6,26,52,0,68,5,3,0,4,2,20,10,45,68,3,72,3
2006-08-16,14,20,258,1,6,36,5,16,2,2,30,0,0,1,24,53,0,59,3,11,0,3,0,15,10,61,78,6,79,6
2006-08-17,7,25,260,3,9,28,11,8,1,1,36,0,2,2,26,41,0,78,6,4,2,4,0,19,15,46,83,4,64,4
2006-08-18,5,18,172,2,5,32,12,7,2,2,29,1,2,3,29,41,0,87,5,5,0,0,0,7,12,57,83,6,61,1
2006-08-19,13,21,147,1,10,25,13,13,1,1,16,0,2,5,33,35,2,70,4,6,1,3,0,18,18,42,59,0,64,8
2006-08-20,16,25,164,4,4,20,21,9,0,0,12,0,1,4,20,26,0,78,2,0,1,5,0,14,17,40,40,5,84,2
2006-08-21,9,28,143,0,13,40,10,13,4,2,42,0,0,1,44,30,0,77,6,0,0,1,0,18,17,59,74,8,73,8
2006-08-22,15,18,187,3,7,31,10,6,5,2,29,2,0,1,28,48,1,62,4,6,1,2,1,13,18,55,59,5,81,6
2006-08-23,9,30,168,1,3,23,7,16,2,0,34,0,3,1,33,52,0,63,5,15,0,2,0,21,14,48,92,5,84,7
2006-08-24,8,14,205,1,8,25,10,11,1,4,32,3,2,5,20,47,2,67,6,9,1,2,0,14,14,54,81,3,64,2
2006-08-25,16,11,162,1,5,43,17,11,2,1,35,1,1,1,33,20,1,75,12,8,1,2,0,13,16,39,58,0,61,4
2006-08-26,7,22,103,2,9,27,16,9,2,1,16,0,0,0,29,29,1,74,4,4,3,3,0,14,14,49,54,1,65,0
2006-08-27,5,27,121,2,5,33,19,11,0,0,12,0,0,2,35,23,0,62,2,0,1,5,1,22,13,69,46,4,73,5
2006-08-28,4,20,105,3,20,28,3,10,2,0,28,1,0,0,26,23,0,54,5,0,1,5,0,16,20,65,69,3,54,3
2006-08-29,11,27,171,1,7,26,11,8,4,4,34,0,0,4,33,36,1,68,5,4,1,0,0,19,13,55,67,2,50,4
2006-08-30,17,10,120,0,5,27,8,11,0,1,35,0,1,1,23,43,0,45,10,4,0,0,2,15,15,59,62,6,59,6
2006-08-31,10,23,179,1,8,30,12,13,6,3,27,1,3,0,31,34,1,51,4,7,0,4,2,14,13,56,86,5,68,4
2006-09-01,6,9,109,3,13,23,12,4,2,4,28,0,0,0,27,28,0,43,1,7,0,1,1,16,6,44,62,4,55,3
2006-09-02,6,12,66,1,6,22,16,7,0,0,15,1,1,2,29,15,1,49,0,0,2,2,1,6,19,51,58,2,61,0
2006-09-03,12,23,211,2,5,23,33,14,0,1,10,1,1,4,37,25,0,68,8,0,1,2,0,14,20,64,53,4,69,8
2006-09-04,17,21,154,1,9,23,13,12,0,1,6,0,3,0,25,22,0,67,7,0,0,4,0,10,9,55,55,2,80,4
2006-09-05,7,24,150,2,13,29,15,5,1,1,32,0,0,0,32,33,1,57,6,7,0,0,1,21,11,66,65,1,69,4
2006-09-06,8,19,146,0,8,29,7,22,1,3,42,0,1,2,26,42,2,57,3,13,0,2,1,11,12,60,75,3,59,10
2006-09-07,5,19,131,1,7,25,11,12,0,3,33,5,1,0,17,42,2,75,1,15,1,4,1,12,19,61,58,10,51,10
2006-09-08,10,22,109,1,5,28,10,7,1,2,28,0,1,3,37,39,1,59,3,8,1,1,0,13,16,67,68,4,56,4
2006-09-09,4,23,106,0,7,26,20,6,0,1,12,0,1,3,22,20,0,94,5,7,2,2,0,16,13,47,67,1,59,3
2006-09-10,13,27,136,2,7,13,23,6,0,0,10,0,0,1,32,24,1,99,4,0,0,2,0,10,8,67,54,3,72,2
2006-09-11,11,15,77,3,5,28,8,7,0,2,38,0,0,0,22,29,0,60,6,0,0,3,1,18,8,71,73,4,71,10
2006-09-12,8,18,115,2,5,27,10,12,3,0,29,1,0,0,30,55,0,71,9,8,0,1,1,6,12,63,68,2,47,8
2006-09-13,9,22,100,1,9,22,9,9,1,1,36,0,1,1,21,59,1,76,4,5,0,7,0,12,12,55,66,2,45,9
2006-09-14,9,16,89,1,19,25,14,9,3,1,24,1,0,0,15,33,0,58,3,7,0,3,1,11,16,58,65,3,41,1
2006-09-15,6,27,70,1,6,25,12,17,1,2,32,1,2,3,17,29,1,79,7,6,1,2,1,16,19,62,64,2,54,6
2006-09-16,12,30,181,1,8,29,31,18,2,1,11,4,1,1,26,28,3,77,4,0,1,3,0,16,17,49,53,0,78,1
2006-09-17,15,36,182,0,4,21,17,20,2,0,9,0,1,2,35,25,2,84,6,0,2,1,1,16,20,64,55,4,93,6
2006-09-18,11,28,91,3,10,28,11,19,0,1,34,0,0,1,25,28,0,95,10,0,0,7,0,8,13,47,68,1,82,3
2006-09-19,9,13,126,4,8,29,7,16,4,3,35,0,1,0,31,48,2,95,4,7,1,1,1,12,19,51,83,0,67,8
2006-09-20,3,24,112,1,9,23,7,18,4,2,34,0,3,4,25,53,0,87,7,8,0,3,0,16,16,49,81,4,57,11
2006-09-21,8,26,135,2,9,31,7,21,3,3,24,1,0,2,22,35,0,77,2,8,0,2,1,9,16,51,59,3,64,8
2006-09-22,14,18,70,1,3,28,16,11,0,2,35,0,4,7,28,31,0,79,3,6,2,3,0,16,18,43,74,6,64,5
2006-09-23,8,26,117,0,14,13,23,20,1,1,12,0,2,4,30,34,0,75,6,2,1,4,0,10,16,35,61,5,55,3
2006-09-24,10,25,132,0,10,19,15,15,0,1,7,0,4,2,31,17,0,80,3,0,1,1,0,13,18,67,50,1,70,2
2006-09-25,8,24,94,1,9,40,7,15,1,1,28,0,1,1,22,26,0,65,4,0,0,6,0,10,19,61,77,4,81,5
2006-09-26,17,12,198,1,6,28,5,6,3,3,35,2,0,0,21,52,0,87,7,8,2,5,1,11,16,56,67,5,71,8
2006-09-27,5,25,162,0,6,29,8,21,4,2,26,1,2,2,28,53,1,84,3,9,1,4,0,16,15,60,63,5,42,16
2006-09-28,9,22,123,2,10,29,10,17,2,0,39,0,0,0,17,39,1,92,5,13,1,3,0,15,14,62,77,1,69,11
2006-09-29,3,19,102,4,4,25,23,20,3,1,36,0,1,5,15,39,1,86,6,6,0,2,0,8,19,68,64,1,55,5
2006-09-30,6,24,119,0,7,25,21,22,3,3,24,2,2,3,33,20,1,67,2,4,0,2,0,15,14,48,68,4,62,4
2006-10-01,20,22,183,2,3,25,19,13,1,1,8,1,0,4,21,23,1,97,3,0,0,2,1,17,11,43,52,2,80,6
2006-10-02,9,16,112,3,15,28,7,5,1,4,35,0,4,1,31,33,0,67,3,0,0,0,0,18,13,58,67,3,82,2
2006-10-03,9,28,82,3,7,27,9,20,2,2,38,0,3,2,19,64,0,86,9,5,0,2,1,16,15,53,62,1,56,19
2006-10-04,11,15,145,0,5,38,14,18,2,2,30,0,3,0,22,38,1,87,6,7,0,1,0,22,22,39,66,1,54,11
2006-10-05,12,17,130,3,5,19,9,26,3,3,32,1,4,0,31,34,0,69,5,8,1,3,1,18,8,46,77,2,66,6
2006-10-06,11,22,89,2,6,24,14,8,0,2,20,0,1,2,22,34,0,74,5,7,1,5,0,15,14,47,67,2,53,5
2006-10-07,13,17,121,1,10,25,18,7,2,0,18,0,2,2,24,26,0,60,1,6,2,0,1,18,29,52,63,1,63,8
2006-10-08,10,27,203,2,8,18,18,8,0,0,5,0,0,1,26,15,2,67,3,0,1,4,0,18,15,58,50,0,67,5
2006-10-09,7,15,163,2,6,22,11,6,1,2,16,0,0,0,31,37,0,67,6,0,1,5,0,20,16,65,65,2,84,3
2006-10-10,9,12,111,5,7,28,8,19,3,3,34,1,0,2,20,46,0,87,3,9,0,4,0,13,11,53,81,4,73,16
2006-10-11,16,20,143,1,7,30,7,16,0,3,24,0,1,1,29,45,1,64,3,7,0,0,0,10,19,64,46,1,46,12
2006-10-12,10,27,139,1,8,27,13,21,3,3,26,0,1,1,21,48,0,83,6,6,0,4,0,17,19,56,72,4,61,6
2006-10-13,13,19,68,0,0,14,13,10,2,5,32,0,1,1,23,32,1,90,6,3,1,2,0,22,18,51,68,0,65,10
2006-10-14,6,14,76,2,5,27,14,14,1,0,19,0,0,2,29,21,0,60,3,8,1,2,0,16,16,57,82,1,79,1
2006-10-15,11,15,142,1,7,26,23,12,0,2,5,0,3,0,23,31,0,66,2,0,0,2,1,18,18,55,56,1,68,6
2006-10-16,11,15,103,6,12,31,17,11,1,5,27,0,1,0,27,34,0,79,4,0,1,2,0,21,15,49,61,1,55,8
2006-10-17,10,13,140,4,4,18,9,7,2,0,25,1,1,0,29,43,0,91,5,8,2,4,1,20,17,68,63,6,53,3
2006-10-18,16,10,158,2,13,21,7,27,0,0,28,0,2,0,15,49,0,90,5,10,0,9,1,15,12,55,75,2,68,5
2006-10-19,6,12,150,2,4,23,10,21,1,2,26,0,0,1,28,42,0,84,6,8,0,6,0,16,20,57,90,2,63,6
2006-10-20,10,19,67,1,2,26,17,13,3,3,20,0,2,2,19,28,4,85,5,6,1,1,0,20,13,58,77,0,55,5
2006-10-21,9,17,146,4,1,25,29,15,2,0,25,0,1,1,31,34,0,64,1,0,0,1,0,15,22,63,51,1,76,4
2006-10-22,9,44,216,4,7,18,10,15,0,1,4,1,3,1,26,19,0,66,2,0,1,3,0,20,19,48,47,1,71,3
2006-10-23,9,17,112,3,11,35,12,11,4,2,28,1,0,0,33,37,1,78,7,0,0,0,1,28,21,61,79,2,64,5
2006-10-24,5,19,148,4,8,23,7,16,1,3,28,0,0,0,29,40,1,72,9,4,2,2,2,20,16,58,67,1,56,13
2006-10-25,6,13,163,2,8,30,8,19,2,5,31,4,0,2,28,55,0,86,5,3,0,1,0,17,22,52,56,4,58,10
2006-10-26,13,9,186,3,4,21,12,19,2,0,28,0,1,1,26,48,0,74,8,5,0,5,0,16,12,69,62,2,58,6
2006-10-27,4,15,109,2,1,27,16,9,1,2,28,0,0,1,28,27,1,52,5,6,1,3,1,25,13,49,60,5,55,1
2006-10-28,6,34,91,1,4,26,29,9,1,1,9,2,1,3,23,24,0,57,1,0,3,3,0,13,17,86,60,0,68,3
2006-10-29,14,21,131,1,5,27,27,19,0,0,12,0,1,6,37,18,0,82,3,0,2,3,0,17,23,67,48,3,81,1
2006-10-30,7,17,154,0,9,39,5,28,0,0,32,1,2,4,27,38,0,87,6,0,0,4,1,19,21,59,72,2,139,15
2006-10-31,8,32,118,4,8,29,14,21,2,2,32,0,3,1,16,36,0,109,4,7,0,3,0,13,14,58,63,0,106,13
2006-11-01,10,25,133,1,4,38,9,15,2,3,26,1,1,1,20,68,0,94,6,8,0,5,1,20,17,48,59,0,76,8
2006-11-02,6,28,109,3,7,27,8,14,1,1,33,0,0,0,28,44,0,76,6,4,1,1,0,9,20,64,77,4,68,7
2006-11-03,8,19,88,1,4,21,15,20,2,1,29,0,2,1,18,41,0,72,5,4,0,1,0,20,13,46,60,0,55,7
2006-11-04,6,18,127,1,3,22,11,11,1,2,17,0,2,1,28,36,1,70,5,3,2,2,0,6,20,38,52,0,74,6
2006-11-05,4,20,151,1,3,16,20,13,1,1,12,0,2,1,19,33,1,43,3,0,1,1,1,16,18,50,40,1,78,2
2006-11-06,6,21,113,3,5,38,9,7,3,1,39,0,0,0,26,27,0,81,8,0,1,5,1,19,21,60,70,5,89,4
2006-11-07,8,24,171,2,5,15,9,12,1,0,49,2,2,1,36,38,0,71,9,4,0,4,1,17,25,42,61,4,66,4
2006-11-08,3,20,120,3,7,27,7,17,1,2,32,0,0,2,26,31,0,63,6,5,0,3,0,15,14,47,59,2,45,6
2006-11-09,3,22,146,0,10,20,10,17,1,1,26,3,2,0,29,40,0,70,3,4,0,1,0,10,16,59,60,1,56,12
2006-11-10,8,19,84,2,5,21,10,15,0,2,30,0,2,6,29,39,0,82,8,9,0,3,0,14,24,48,59,0,65,12
2006-11-11,11,18,127,2,2,20,28,17,0,0,24,0,4,6,30,35,0,70,2,3,2,1,1,22,17,49,49,1,83,2
2006-11-12,15,15,195,6,2,18,20,17,2,1,8,0,0,1,31,17,0,55,6,0,0,3,0,31,19,71,42,1,71,3
2006-11-13,3,16,108,1,9,26,10,5,0,1,25,0,1,0,35,31,1,54,2,1,1,3,0,19,11,54,56,1,55,5
2006-11-14,2,14,125,4,6,29,6,12,1,1,34,1,2,1,23,53,0,84,9,4,1,2,1,22,18,59,61,3,55,5
2006-11-15,11,20,121,3,7,33,11,19,5,4,38,2,0,1,26,61,1,103,6,3,0,2,0,23,14,54,54,4,65,8
2006-11-16,4,20,146,2,4,23,18,15,1,5,29,0,2,2,38,37,0,81,5,5,0,1,0,27,13,52,76,2,53,7
2006-11-17,6,15,127,0,12,26,10,15,0,1,22,0,0,3,25,42,0,95,4,6,0,3,0,12,23,55,69,0,60,7
2006-11-18,10,15,140,4,3,22,22,17,0,1,23,1,3,1,22,39,1,43,1,0,1,3,0,13,18,64,61,0,83,4
2006-11-19,10,19,108,1,5,21,23,19,3,0,11,0,0,2,27,23,0,74,2,0,0,2,0,22,18,52,41,0,80,5
2006-11-20,4,21,112,2,6,32,10,10,1,3,32,1,1,0,19,42,0,79,5,0,0,2,1,20,19,59,55,3,58,12
2006-11-21,14,24,88,2,2,21,13,16,3,0,26,0,0,1,22,46,0,63,4,4,1,4,1,12,15,44,55,4,47,8
2006-11-22,4,20,88,0,3,32,12,13,0,3,25,0,0,2,26,36,0,61,2,2,0,0,0,17,15,47,56,1,49,8
2006-11-23,7,15,54,0,2,20,17,4,1,0,4,0,0,0,29,9,0,62,3,0,1,4,0,11,6,30,28,2,34,3
2006-11-24,5,18,80,1,8,28,18,12,0,4,24,1,2,2,36,44,1,59,3,0,3,1,0,20,17,39,69,0,80,4
2006-11-25,8,23,131,0,6,22,28,10,0,2,23,0,4,9,28,28,0,60,3,5,0,1,0,18,19,51,61,1,77,1
2006-11-26,9,21,175,2,3,30,16,24,1,3,14,0,1,4,30,27,0,81,1,0,0,2,0,26,21,48,48,7,78,4
2006-11-27,9,16,97,2,15,36,10,14,3,1,38,0,0,2,23,37,0,65,3,0,0,4,0,21,16,59,65,3,79,6
2006-11-28,7,10,105,2,6,33,5,17,1,3,28,0,0,0,25,53,2,83,5,3,0,1,0,18,18,53,79,4,55,8
2006-11-29,2,24,123,1,10,28,11,19,7,2,40,0,1,1,23,46,0,74,7,8,0,2,0,20,15,48,63,1,62,13
2006-11-30,9,16,116,1,6,34,7,14,2,2,27,2,0,0,18,70,0,92,3,6,2,3,1,13,21,51,74,4,54,15
2006-12-01,13,16,87,0,7,24,13,13,0,4,28,0,0,1,29,44,1,82,4,7,2,7,1,16,13,57,64,2,71,8
2006-12-02,7,21,111,1,5,20,27,11,2,1,17,0,2,4,22,42,0,67,3,0,1,8,0,17,17,63,64,1,76,6
2006-12-03,11,12,211,1,3,22,21,10,2,3,5,0,1,2,29,44,0,63,2,0,0,5,0,20,13,48,58,3,66,5
2006-12-04,10,15,62,0,7,30,11,9,5,1,27,0,0,0,33,39,0,72,5,0,2,6,0,16,12,66,61,1,60,7
2006-12-05,3,10,74,2,9,33,6,9,4,1,37,0,2,0,21,61,0,66,13,6,0,2,0,19,20,43,65,1,52,6
2006-12-06,11,16,126,2,5,26,8,11,2,2,32,1,1,0,26,54,0,83,3,5,1,2,2,16,15,48,63,1,45,8
2006-12-07,8,21,104,1,7,34,18,19,1,6,29,0,0,1,19,54,1,78,6,6,0,1,0,19,22,40,58,3,41,9
2006-12-08,3,17,74,1,4,27,17,4,1,2,38,0,2,4,22,27,2,56,4,1,2,2,1,22,18,32,60,3,51,5
2006-12-09,8,23,84,5,2,16,36,15,2,0,21,0,1,0,24,26,2,46,1,0,1,1,0,13,18,51,57,0,54,4
2006-12-10,13,11,142,1,6,25,27,5,1,0,10,0,3,0,31,27,0,55,2,0,1,4,0,20,13,48,43,3,52,3
2006-12-11,10,11,100,1,16,37,17,18,2,1,37,0,0,2,17,35,0,92,3,0,0,3,0,13,26,52,65,1,51,10
2006-12-12,9,13,148,1,5,34,12,17,2,1,30,0,1,0,21,70,0,96,10,5,0,6,0,14,12,58,67,4,53,9
2006-12-13,5,18,115,3,7,27,7,21,3,1,36,0,2,1,38,61,1,82,7,7,1,5,1,9,13,70,58,4,49,9
2006-12-14,7,15,144,0,7,17,12,15,0,3,33,0,3,0,17,45,0,83,2,7,0,2,0,12,18,45,53,2,74,5
2006-12-15,3,18,92,1,0,26,23,14,2,2,25,0,1,0,29,53,0,96,4,5,0,2,0,13,18,64,63,2,68,7
2006-12-16,9,24,169,4,11,16,25,20,0,0,23,0,0,0,17,40,0,65,3,0,0,0,0,22,11,34,63,2,72,4
2006-12-17,9,18,111,0,5,26,20,19,0,0,10,0,2,0,17,23,0,67,3,0,0,3,0,12,19,45,48,2,83,2
2006-12-18,9,28,87,1,12,32,5,9,4,1,33,0,1,2,22,32,1,89,7,0,1,5,2,16,20,52,85,3,78,16
2006-12-19,7,18,103,3,4,26,6,10,1,0,35,0,0,0,26,56,1,84,7,7,2,4,0,11,10,50,58,1,50,10
2006-12-20,5,19,102,4,4,29,5,12,4,2,33,0,1,0,32,52,0,85,7,8,0,3,0,16,22,56,60,4,63,7
2006-12-21,4,22,100,1,1,16,17,5,3,2,26,0,0,1,21,28,0,67,12,7,0,2,0,10,13,55,71,1,61,4
2006-12-22,3,11,54,3,7,24,14,8,0,0,24,0,0,0,28,24,0,59,5,8,0,0,0,18,21,45,76,0,56,2
2006-12-23,4,11,74,1,3,20,15,10,1,0,13,0,2,2,29,18,0,55,2,0,2,2,0,16,13,49,52,1,86,1
2006-12-24,8,16,89,1,12,26,16,3,0,0,8,0,4,0,17,18,0,41,2,0,1,0,0,15,8,59,30,0,72,8
2006-12-25,7,8,26,2,6,20,4,4,0,0,3,0,1,0,8,5,0,30,4,0,0,2,0,4,14,21,23,0,41,0
2006-12-26,5,17,120,3,12,38,12,9,0,2,21,0,1,1,38,37,1,48,3,0,1,1,1,19,14,50,65,1,61,5
2006-12-27,14,28,177,2,10,24,2,8,2,2,31,0,0,1,25,43,0,66,2,5,0,5,1,16,14,47,58,1,56,4
2006-12-28,8,17,176,2,7,20,12,15,0,4,33,1,1,1,27,55,0,52,8,1,0,0,3,19,9,53,72,0,61,7
2006-12-29,8,17,153,0,9,28,11,20,3,1,25,0,1,3,17,52,0,70,4,4,1,3,1,14,14,40,50,1,69,2
2006-12-30,17,17,124,2,5,19,19,12,0,0,12,0,1,1,19,30,0,65,5,6,1,2,1,13,19,37,61,0,61,4
2006-12-31,10,19,117,2,4,14,20,8,0,2,10,0,0,0,28,14,1,59,0,0,1,1,0,13,13,44,44,1,49,5
2007-01-01,12,21,60,2,7,24,17,6,0,1,3,1,0,0,20,15,1,79,4,0,0,3,0,17,21,41,35,0,88,11
2007-01-02,10,15,116,1,11,29,5,11,3,3,28,0,1,0,30,51,1,57,3,9,0,3,0,16,16,51,80,2,76,9
2007-01-03,3,15,106,3,9,15,9,20,3,2,31,1,2,0,24,50,0,76,3,6,0,3,0,13,16,33,52,2,63,9
2007-01-04,7,22,99,0,8,28,7,24,3,3,31,0,2,0,25,49,0,70,8,15,1,2,0,13,19,41,67,3,55,11
2007-01-05,8,18,95,0,10,30,8,11,4,1,29,0,3,4,21,34,1,83,7,8,0,3,1,19,25,42,54,3,54,5
2007-01-06,23,15,112,2,4,25,14,14,2,1,17,2,0,3,17,20,1,83,3,8,0,1,0,25,20,69,57,4,67,3
2007-01-07,13,13,108,2,1,20,16,22,1,1,6,0,2,1,23,24,0,71,3,0,0,2,1,16,14,49,40,0,73,1
2007-01-08,6,12,65,0,10,40,7,4,2,1,32,0,3,0,32,47,0,54,7,0,1,1,2,17,16,59,59,1,52,8
2007-01-09,4,16,110,2,10,26,10,9,0,2,31,0,1,0,24,54,1,92,1,8,0,1,0,13,17,54,59,1,57,10
2007-01-10,7,8,135,1,4,29,9,15,3,4,32,1,1,0,33,45,0,75,9,8,0,1,0,17,12,44,67,0,52,6
2007-01-11,4,14,137,2,4,36,10,19,0,2,32,0,2,0,14,54,2,72,5,9,0,2,0,17,16,46,68,5,43,5
2007-01-12,11,12,72,0,6,25,14,12,3,2,42,0,1,2,16,43,0,102,3,2,2,1,2,14,22,47,60,2,69,10
2007-01-13,5,18,116,4,4,22,17,9,0,2,17,0,3,1,23,29,0,55,5,0,2,3,0,21,21,49,54,0,69,2
2007-01-14,8,15,119,1,5,27,16,15,0,1,10,0,4,0,32,28,1,80,4,0,1,3,0,17,13,49,51,1,58,5
2007-01-15,11,11,126,1,6,33,16,5,1,4,17,0,0,0,23,54,0,62,5,0,1,4,2,12,9,53,55,1,65,4
2007-01-16,5,10,118,0,14,22,8,7,1,3,38,0,0,0,36,54,0,72,10,9,0,5,1,21,14,60,58,2,45,11
2007-01-17,7,13,119,0,4,21,8,15,0,2,43,1,0,0,16,54,1,64,9,6,0,5,0,14,9,40,49,3,43,6
2007-01-18,15,12,97,1,2,18,12,6,2,1,32,0,0,0,27,51,0,65,1,0,0,1,0,9,12,34,41,3,37,7
2007-01-19,2,15,67,4,5,29,13,22,1,3,24,0,0,2,31,38,0,89,2,14,0,4,0,16,21,39,74,0,52,9
2007-01-20,8,22,93,1,10,23,23,10,2,2,20,0,0,6,26,25,0,57,2,4,2,3,0,12,16,37,62,3,53,3
2007-01-21,7,10,121,0,4,25,22,12,3,0,12,0,0,3,13,27,1,45,1,1,0,2,0,11,19,26,39,2,57,5
2007-01-22,10,15,75,2,6,25,8,5,0,3,35,0,1,1,31,37,0,75,4,0,0,4,0,15,15,38,58,0,47,4
2007-01-23,8,19,112,2,8,34,6,10,2,0,35,0,0,1,29,44,0,80,4,6,0,4,0,12,24,51,62,2,36,9
2007-01-24,7,13,143,2,5,29,12,17,4,1,29,0,0,1,24,46,1,72,11,4,0,1,0,18,17,38,57,4,53,10
2007-01-25,4,12,95,0,5,24,12,12,6,0,27,1,1,0,20,43,0,72,2,8,0,1,0,13,16,51,49,1,45,3
2007-01-26,4,13,42,1,5,27,21,12,2,2,31,0,0,2,14,35,0,78,9,4,1,2,0,8,11,45,59,3,55,8
2007-01-27,3,9,86,3,8,21,18,2,3,2,20,0,1,1,14,32,1,55,0,11,0,2,0,17,17,34,45,2,54,4
2007-01-28,11,15,128,3,3,22,18,6,0,1,12,0,0,3,29,33,0,53,2,0,0,0,1,16,15,51,34,0,65,5
2007-01-29,1,12,92,3,7,31,12,8,2,2,39,0,0,0,23,30,0,59,3,0,1,4,0,8,10,46,49,0,52,6
