date,ARSON,ASSAULT,BAD CHECKS,BRIBERY,BURGLARY,DISORDERLY CONDUCT,DRIVING UNDER THE INFLUENCE,DRUG/NARCOTIC,DRUNKENNESS,EMBEZZLEMENT,EXTORTION,FORGERY/COUNTERFEITING,FRAUD,KIDNAPPING,LARCENY/THEFT,LIQUOR LAWS,LOITERING,MISSING PERSON,NON-CRIMINAL,OTHER OFFENSES,PROSTITUTION,RECOVERED VEHICLE,ROBBERY,SECONDARY CODES,SEX OFFENSES FORCIBLE,STOLEN PROPERTY,SUICIDE,SUSPICIOUS OCC,TRESPASS,VANDALISM,VEHICLE THEFT,WARRANTS,WEAPON LAWS
2016-09-26,1,43,0,0,16,4,0,9,2,0,1,1,2,1,109,0,0,9,33,60,0,4,7,4,4,2,0,27,3,24,16,13,5
2016-09-27,0,42,0,0,14,3,0,6,0,0,0,1,10,0,108,0,0,14,39,52,2,4,7,3,2,1,0,22,2,20,14,15,5
2016-09-28,0,32,0,0,20,1,1,10,0,0,0,1,4,0,134,0,0,2,52,50,1,2,11,3,0,4,0,17,6,25,12,21,7
2016-09-29,0,32,0,0,21,1,0,15,0,0,0,2,3,0,96,0,0,5,35,45,0,1,6,3,1,0,0,19,2,21,14,10,4
2016-09-30,1,36,0,0,21,2,2,4,0,1,0,2,10,0,133,0,0,17,41,56,0,1,9,6,3,0,0,22,4,27,20,15,6
2016-10-01,0,37,0,0,15,1,1,13,1,1,0,0,7,0,126,0,1,14,52,64,0,2,9,4,7,2,0,28,7,24,19,10,3
2016-10-02,0,23,0,1,14,1,0,9,0,1,1,0,5,0,101,0,0,11,41,47,0,1,11,3,0,2,0,16,5,20,18,10,6
2016-10-03,0,30,0,0,14,3,0,12,1,0,0,1,5,2,117,1,0,8,32,59,1,0,11,5,0,2,0,17,6,23,26,16,7
2016-10-04,0,16,0,0,13,1,0,13,1,1,0,2,6,0,115,0,0,10,47,68,0,0,13,6,2,1,1,21,3,15,27,18,5
2016-10-05,3,36,0,0,7,3,0,5,1,0,0,2,8,0,129,0,0,9,42,37,0,4,14,3,0,2,0,9,7,17,15,8,3
2016-10-06,1,25,0,0,13,3,1,10,2,0,0,4,6,0,131,0,0,12,30,54,0,1,7,2,3,1,0,14,6,20,17,9,7
2016-10-07,0,38,0,0,20,2,0,14,5,2,0,2,5,0,117,0,0,12,43,56,0,3,9,3,7,2,0,19,7,30,18,18,11
2016-10-08,0,40,0,0,27,1,3,23,2,0,0,1,10,1,124,1,0,13,56,62,0,2,14,4,3,1,0,20,10,22,24,25,8
2016-10-09,1,46,0,0,5,4,1,17,1,0,0,2,7,0,105,0,0,5,44,48,0,1,9,6,2,0,1,14,9,22,31,17,6
2016-10-10,0,38,0,0,15,3,4,28,0,0,0,1,6,0,96,0,0,6,34,85,1,2,6,8,1,10,0,19,4,23,17,30,6
2016-10-11,0,22,0,1,17,4,2,7,1,0,0,1,4,0,96,0,0,16,39,53,0,2,6,8,0,1,0,17,8,23,22,13,1
2016-10-12,1,24,0,0,15,4,0,21,0,0,0,1,7,0,101,0,0,13,37,66,2,6,5,4,0,5,0,23,6,22,18,25,9
2016-10-13,0,33,0,0,11,3,0,18,0,2,1,0,3,0,117,1,0,9,42,54,35,1,5,4,2,1,0,12,5,28,14,25,8
2016-10-14,1,30,0,0,13,2,2,7,1,1,0,0,8,0,141,0,0,12,32,51,6,4,12,6,3,1,0,12,6,24,20,11,3
2016-10-15,0,41,0,0,13,2,0,10,4,1,0,1,4,0,133,0,0,14,51,29,5,1,9,5,8,0,1,22,4,27,13,16,0
2016-10-16,1,32,0,0,15,4,0,15,0,0,0,0,5,1,122,0,0,6,31,50,0,0,5,2,2,1,0,15,8,35,11,16,7
2016-10-17,1,33,0,0,14,3,1,7,0,0,0,1,11,0,132,0,0,10,28,52,0,2,10,5,0,1,0,13,5,28,15,15,15
2016-10-18,1,18,1,0,17,4,1,19,2,2,0,1,3,1,99,0,0,3,34,54,1,4,13,2,3,1,0,21,8,19,18,19,3
2016-10-19,1,29,1,0,16,1,0,17,2,0,1,5,11,0,118,0,0,7,31,61,0,1,6,8,1,2,0,17,7,17,18,15,7
2016-10-20,2,33,1,0,14,2,1,18,1,0,0,1,10,0,102,0,0,13,30,50,0,1,6,7,1,2,0,24,3,27,23,20,5
2016-10-21,0,23,0,0,16,0,1,12,3,1,1,0,5,0,135,0,0,6,30,48,0,0,9,4,3,2,0,19,3,26,30,13,2
2016-10-22,0,41,0,0,17,1,0,5,1,0,0,1,6,0,128,0,0,4,37,46,0,1,10,6,2,2,0,14,3,26,23,12,5
2016-10-23,1,28,0,0,14,2,0,8,0,0,1,0,4,1,103,0,0,12,26,46,0,2,10,3,0,3,0,11,2,40,18,9,6
2016-10-24,2,26,0,0,18,2,0,12,1,0,0,2,8,1,140,0,0,5,30,61,1,1,9,2,0,1,0,11,1,22,24,13,2
2016-10-25,1,34,0,0,18,1,0,16,0,0,0,4,8,1,123,0,1,11,28,55,0,1,3,3,1,5,0,18,8,24,14,19,5
2016-10-26,1,37,0,0,16,5,0,11,2,3,0,0,8,0,129,1,0,5,35,47,0,2,10,2,2,6,0,24,9,28,13,11,5
2016-10-27,0,38,0,0,17,2,3,19,0,0,0,3,4,1,121,1,0,6,42,56,0,4,10,6,5,2,0,19,8,24,16,12,3
2016-10-28,0,34,1,1,13,4,1,6,2,0,0,1,4,0,151,0,0,14,42,45,0,1,8,4,1,0,0,17,5,32,20,7,3
2016-10-29,1,26,0,0,15,3,1,9,4,0,1,1,7,1,133,0,0,14,32,45,1,2,13,3,3,2,0,18,4,29,15,19,3
2016-10-30,0,37,0,0,14,0,1,5,3,0,0,0,10,0,133,0,0,17,37,36,1,1,19,3,5,2,0,18,3,29,29,6,5
2016-10-31,1,46,0,1,15,2,0,9,0,0,0,5,13,1,131,0,1,12,24,52,0,4,15,2,3,2,0,14,7,32,16,11,5
2016-11-01,0,38,0,1,7,6,2,15,1,4,0,6,8,3,100,0,0,10,42,74,0,1,10,6,9,3,0,25,8,19,25,16,5
2016-11-02,0,31,0,0,15,4,0,12,0,0,0,2,10,1,91,0,0,12,34,49,0,3,2,5,2,7,0,24,6,33,29,13,8
2016-11-03,1,38,0,0,19,2,0,18,1,0,0,1,5,1,107,1,0,14,44,53,0,2,13,5,1,2,0,18,4,27,17,18,2
2016-11-04,0,35,0,0,12,2,0,14,0,0,0,1,13,0,133,0,0,8,39,61,2,4,11,6,3,2,0,18,2,29,19,11,8
2016-11-05,2,42,0,1,9,3,0,10,2,0,0,1,3,0,121,1,0,10,33,47,0,3,4,3,1,2,0,15,4,31,18,14,2
2016-11-06,1,37,0,0,16,2,3,9,0,2,0,1,2,1,119,0,0,9,34,39,0,1,11,5,1,0,1,15,7,30,14,11,2
2016-11-07,0,26,0,0,7,1,0,7,0,0,1,1,3,0,119,0,0,12,28,48,0,2,8,6,3,1,0,22,3,27,12,7,4
2016-11-08,0,30,0,0,12,6,1,10,2,0,0,0,4,0,100,0,0,16,30,67,0,2,12,4,5,5,0,15,6,29,18,12,2
2016-11-09,3,27,0,0,15,6,1,8,0,0,0,2,7,0,107,0,0,11,31,49,0,3,10,3,0,1,1,15,10,22,26,13,3
2016-11-10,0,44,0,0,15,4,2,6,1,1,1,2,8,2,118,0,0,13,28,41,4,2,14,1,8,1,0,24,5,31,23,7,5
2016-11-11,0,45,0,1,20,1,1,18,0,0,0,0,5,0,113,0,0,17,34,57,0,0,9,4,4,3,1,16,7,32,16,8,10
2016-11-12,1,42,0,0,17,1,3,9,0,0,0,2,8,1,136,1,0,8,31,70,0,6,13,4,3,2,0,16,3,27,21,10,8
2016-11-13,1,23,0,1,13,2,0,5,3,1,0,1,5,0,115,0,0,9,24,44,2,2,8,2,4,1,0,18,2,18,16,7,2
2016-11-14,2,32,0,0,15,2,0,11,0,1,0,1,8,1,106,0,0,12,21,49,0,2,10,3,0,0,0,19,7,21,19,18,8
2016-11-15,3,38,0,0,19,7,0,15,1,2,0,0,13,1,125,0,0,7,36,59,0,5,9,6,1,1,0,26,8,17,14,17,13
2016-11-16,0,42,0,1,18,4,0,8,0,0,0,1,6,0,122,0,0,13,33,46,1,3,12,5,1,1,0,15,15,22,19,15,5
2016-11-17,1,30,0,0,20,4,0,9,2,0,0,1,5,0,132,0,0,6,29,50,0,2,5,9,2,1,2,22,10,27,14,13,5
2016-11-18,5,42,0,0,19,1,2,14,1,2,0,2,6,0,127,1,0,5,38,63,34,5,9,4,1,4,0,16,1,19,26,17,3
2016-11-19,2,36,0,0,11,3,2,12,1,0,1,1,13,1,124,2,0,14,32,43,0,1,13,5,3,2,0,13,2,24,23,12,4
2016-11-20,0,32,0,0,13,0,2,15,2,0,0,1,3,0,116,0,0,3,33,67,0,2,7,5,0,4,2,18,3,31,22,11,8
2016-11-21,1,23,0,0,17,3,1,5,0,0,0,3,7,2,115,0,0,11,35,49,0,4,16,6,4,2,0,14,5,22,14,9,3
2016-11-22,1,37,0,0,10,2,1,11,1,0,0,1,5,0,118,0,0,21,38,52,0,0,15,2,1,0,0,24,6,18,20,13,6
2016-11-23,2,30,0,0,20,4,2,16,0,0,0,0,6,1,114,0,0,12,32,47,1,3,9,1,0,1,0,13,9,33,27,14,5
2016-11-24,0,28,0,1,18,3,0,8,1,0,0,1,6,0,82,0,0,6,23,34,0,1,3,7,0,1,0,16,5,27,12,12,4
2016-11-25,1,34,0,0,10,2,1,10,1,0,0,3,10,0,140,0,0,18,40,63,0,4,11,5,0,1,0,11,6,22,18,17,6
2016-11-26,0,33,0,0,20,3,1,10,0,1,0,1,6,2,127,0,0,3,34,66,0,1,7,4,4,3,2,13,11,36,21,15,5
2016-11-27,1,31,0,0,14,1,0,11,1,0,0,0,5,1,111,0,0,11,26,53,0,2,11,6,2,4,0,14,6,34,21,13,4
2016-11-28,0,28,0,0,10,2,3,10,2,0,1,1,9,0,97,0,0,8,27,52,1,3,11,2,3,3,2,18,4,26,20,18,2
2016-11-29,3,32,0,0,25,2,0,8,0,0,0,4,7,0,110,0,0,11,39,66,0,5,8,5,3,3,0,15,8,23,13,15,10
2016-11-30,1,23,0,0,10,1,1,5,0,0,1,1,4,0,115,0,0,10,26,57,0,3,6,4,0,1,0,11,5,20,29,10,4
2016-12-01,1,32,1,0,15,2,2,7,1,1,0,3,10,0,113,0,0,13,48,66,44,5,9,2,3,1,0,29,5,19,13,16,2
2016-12-02,0,34,0,0,13,0,3,8,0,0,1,0,9,1,139,0,1,13,48,51,0,1,7,2,1,3,1,16,4,29,17,14,5
2016-12-03,1,33,0,0,8,2,1,12,2,1,0,0,2,0,117,0,0,6,27,32,2,0,12,3,1,3,0,17,8,22,23,15,1
2016-12-04,0,19,0,0,17,0,2,6,2,1,0,4,8,1,124,0,0,8,42,50,0,1,12,5,3,2,2,12,3,32,21,9,5
2016-12-05,2,34,0,1,13,0,0,11,1,1,0,1,4,0,119,0,0,9,26,51,0,4,8,4,1,3,0,15,7,28,24,12,4
2016-12-06,1,27,1,0,20,3,0,12,0,0,0,3,2,0,136,0,0,11,34,52,0,1,8,5,0,2,0,13,10,30,23,15,4
2016-12-07,1,23,0,1,11,0,0,5,1,1,0,1,10,2,114,0,0,7,29,43,1,0,5,5,0,2,0,20,3,18,26,13,3
2016-12-08,2,31,0,0,25,1,1,6,1,0,0,2,7,2,89,0,0,6,29,35,0,2,11,4,5,2,0,19,1,35,16,9,3
2016-12-09,1,36,0,0,11,1,1,9,1,0,1,0,5,0,151,0,0,8,30,45,0,2,11,3,0,0,0,14,8,20,17,16,1
2016-12-10,1,44,0,0,15,2,2,6,3,1,0,0,6,3,142,0,1,9,43,40,0,0,13,1,6,0,1,10,5,38,15,5,1
2016-12-11,1,37,0,1,21,5,3,8,1,0,0,0,8,2,134,0,0,9,28,52,0,1,18,2,2,2,0,20,4,35,18,7,8
2016-12-12,0,40,0,0,18,0,0,11,0,0,2,2,9,0,114,1,0,3,34,69,0,2,9,7,0,5,0,16,7,34,16,21,3
2016-12-13,0,40,0,0,16,0,0,10,0,0,0,3,5,1,120,0,0,11,28,47,0,3,10,3,1,2,2,18,3,25,18,15,4
2016-12-14,0,35,0,0,28,3,0,19,3,0,1,2,10,1,127,0,0,16,49,57,0,1,7,8,1,3,1,18,5,24,31,22,6
2016-12-15,1,32,0,0,18,1,1,5,2,0,0,3,9,0,140,0,0,8,35,45,0,4,6,2,4,0,0,13,3,23,15,10,4
2016-12-16,1,31,0,1,21,1,1,10,0,1,0,0,4,1,156,0,0,7,51,61,0,3,11,3,1,2,1,15,1,30,21,18,2
2016-12-17,0,40,0,1,21,3,3,7,2,0,1,1,7,0,132,0,0,10,28,39,0,1,8,5,0,0,0,14,3,28,16,11,1
2016-12-18,2,24,0,0,15,0,0,13,3,0,0,2,5,0,102,0,0,8,39,38,0,1,9,1,1,4,0,14,8,22,16,14,0
2016-12-19,1,25,0,0,25,1,1,10,2,3,0,0,4,0,125,0,0,5,39,48,0,5,7,1,2,2,0,18,5,22,31,17,3
2016-12-20,0,23,0,0,21,3,2,11,1,0,0,3,2,0,150,3,0,9,30,66,0,2,13,3,0,4,0,23,7,24,14,12,5
2016-12-21,1,34,0,0,16,2,4,14,1,2,0,2,3,0,93,0,0,12,35,55,0,2,8,5,1,4,0,17,6,14,22,17,2
2016-12-22,0,28,0,0,21,0,0,19,2,1,0,2,7,0,132,2,0,18,37,61,1,1,14,2,3,1,0,12,9,23,10,25,6
2016-12-23,0,32,0,0,25,0,1,7,3,0,0,3,9,0,130,1,0,6,39,57,0,1,9,2,2,4,1,19,5,41,12,18,7
2016-12-24,1,31,0,0,19,0,1,7,0,1,1,0,4,0,123,0,0,3,30,37,0,1,7,5,0,2,0,14,7,29,14,13,6
2016-12-25,0,22,0,0,13,0,2,3,1,0,0,0,3,0,62,0,0,3,28,22,0,0,7,2,0,3,0,11,0,10,15,3,2
2016-12-26,2,20,0,0,18,0,0,12,2,0,0,1,13,2,93,0,0,10,16,66,1,0,7,4,1,0,0,22,5,24,9,14,4
2016-12-27,0,33,0,0,13,2,1,19,2,1,0,1,9,1,132,0,0,6,27,55,0,3,10,4,0,0,0,18,6,29,22,19,6
2016-12-28,1,26,0,0,17,1,0,11,2,1,0,0,6,1,113,1,0,4,33,47,0,2,13,2,1,2,0,18,6,41,11,14,4
2016-12-29,0,33,0,1,17,1,3,13,3,1,0,3,5,0,136,0,0,5,40,45,0,5,6,2,1,0,0,21,4,26,12,18,3
2016-12-30,0,33,0,0,6,0,1,4,2,0,0,0,4,0,140,1,0,12,33,57,0,2,7,5,3,4,1,16,5,24,18,15,2
2016-12-31,0,33,0,0,11,1,5,11,3,0,0,1,9,0,136,1,0,13,48,59,0,3,10,4,3,2,0,15,6,33,21,17,3
2017-01-01,0,50,0,0,14,2,0,1,5,5,1,0,14,2,129,1,0,14,53,60,0,0,9,5,14,0,0,26,6,26,9,9,3
2017-01-02,0,31,0,1,13,2,0,15,2,0,1,2,4,0,86,1,0,6,32,52,2,3,5,3,3,4,0,23,3,27,17,17,12
2017-01-03,1,24,0,1,18,0,1,18,2,0,0,0,3,1,108,0,0,12,38,65,0,1,6,3,1,2,0,16,4,25,20,15,5
2017-01-04,0,29,0,1,18,1,1,15,0,0,0,2,13,0,121,0,0,3,20,43,0,2,4,3,4,1,0,14,5,27,20,8,3
2017-01-05,1,28,1,0,16,0,0,16,0,1,0,0,6,0,113,0,0,12,39,64,0,5,6,2,1,0,0,14,3,29,22,9,4
2017-01-06,2,29,0,0,14,0,0,10,0,1,0,2,11,0,130,0,0,14,38,47,0,2,10,6,2,2,0,9,8,43,12,12,3
2017-01-07,1,28,0,0,17,3,1,8,0,0,0,0,10,0,135,1,0,4,30,57,0,2,3,1,7,7,0,14,3,24,10,14,5
2017-01-08,0,30,0,0,11,1,2,8,0,0,1,2,3,0,112,0,0,7,25,49,0,1,7,1,4,0,0,19,1,36,12,11,4
2017-01-09,1,31,0,0,20,2,1,6,1,3,1,1,6,1,97,0,0,9,26,43,0,2,9,2,10,4,1,14,2,30,11,14,10
2017-01-10,2,42,0,0,13,1,0,6,1,0,0,3,5,0,123,0,0,10,33,49,0,3,7,3,2,4,0,19,7,19,13,13,5
2017-01-11,0,39,0,0,13,2,0,8,1,1,0,0,3,0,109,0,0,6,30,55,0,2,8,2,1,3,1,17,5,20,15,10,5
2017-01-12,0,29,0,1,13,2,1,11,0,0,0,2,6,0,122,0,0,8,38,43,0,0,4,5,3,2,0,17,5,17,15,9,7
2017-01-13,1,29,0,0,17,3,1,14,0,0,1,1,6,0,123,0,0,14,40,73,0,1,8,4,1,3,0,11,6,22,17,17,8
2017-01-14,2,42,0,0,12,0,2,13,2,0,1,1,13,0,141,0,0,3,31,62,0,1,15,5,1,3,0,14,4,36,18,20,4
2017-01-15,0,29,0,0,18,3,0,17,2,0,0,0,9,0,118,1,0,18,33,47,0,2,16,3,4,4,0,12,4,20,12,15,4
2017-01-16,0,35,0,0,15,2,1,11,0,1,0,2,6,2,114,0,0,5,33,66,1,1,13,4,3,6,0,15,8,16,12,15,6
2017-01-17,0,38,0,0,23,1,0,5,0,0,0,3,9,0,112,0,0,6,36,55,0,3,8,5,2,2,0,20,6,19,13,16,3
2017-01-18,0,31,0,0,15,1,1,8,1,1,0,3,8,1,128,0,0,11,35,48,0,1,7,2,3,3,0,17,6,20,10,13,2
2017-01-19,0,21,0,0,22,1,0,12,2,0,0,1,9,0,122,0,0,9,39,57,0,2,7,3,2,5,0,22,5,27,12,15,2
2017-01-20,2,18,0,0,20,0,2,2,1,0,0,2,9,0,151,0,0,11,43,40,0,3,7,4,3,2,1,15,5,23,21,14,1
2017-01-21,2,35,0,0,24,1,1,5,0,0,0,0,11,0,154,0,0,10,45,40,0,0,9,3,0,3,0,21,4,41,23,16,4
2017-01-22,0,30,0,0,13,2,3,15,2,1,0,0,2,0,130,0,0,5,26,52,0,1,5,9,2,5,0,17,7,37,13,12,5
2017-01-23,1,26,0,0,16,1,3,22,1,1,0,4,5,1,131,0,0,8,31,69,0,3,3,3,2,5,2,14,6,32,17,16,11
2017-01-24,2,35,0,1,15,2,2,16,1,0,0,1,11,1,116,0,0,9,29,67,0,3,7,6,0,3,1,16,11,24,15,17,4
2017-01-25,0,30,0,0,22,0,0,6,1,0,0,3,11,0,106,0,0,10,34,65,0,2,15,5,0,4,0,17,3,24,11,11,5
2017-01-26,0,26,0,0,23,1,0,0,0,0,0,4,9,0,138,0,0,6,33,53,36,1,7,3,1,2,0,12,7,25,18,10,3
2017-01-27,0,34,1,0,8,0,0,15,1,2,0,1,10,1,140,0,0,7,40,42,0,1,6,1,2,2,1,12,9,36,23,13,4
2017-01-28,0,23,0,0,13,0,4,10,1,1,0,1,5,0,169,0,0,7,30,48,0,2,6,2,2,4,1,17,4,20,28,13,1
2017-01-29,0,34,0,0,9,0,4,11,0,0,0,1,8,0,129,1,0,6,37,50,0,2,11,1,3,3,0,19,5,30,19,12,2
2017-01-30,0,35,0,1,25,0,0,11,3,0,0,0,4,0,118,0,0,13,28,58,0,4,10,2,6,5,0,17,4,33,13,22,2
2017-01-31,2,33,0,0,17,2,0,11,1,0,0,2,7,0,127,0,0,12,29,53,0,3,15,6,4,0,0,24,4,27,13,10,8
2017-02-01,1,33,0,1,20,2,0,7,1,0,0,5,8,0,124,0,0,9,34,82,0,3,10,4,5,2,0,21,8,20,14,20,7
2017-02-02,1,28,0,2,11,1,1,9,2,0,1,1,9,1,137,0,0,12,36,66,0,1,7,2,5,1,0,17,4,23,20,13,6
2017-02-03,0,41,0,0,28,1,0,9,0,0,0,3,7,1,127,0,0,10,31,55,1,3,12,3,0,4,1,19,5,30,28,10,4
2017-02-04,0,43,0,0,19,2,1,7,1,0,0,1,10,0,126,0,0,5,49,51,0,0,17,4,2,3,0,24,6,38,25,17,6
2017-02-05,0,36,1,0,12,0,2,9,0,2,0,0,6,1,110,0,0,4,36,44,0,1,7,6,0,2,0,17,4,26,15,8,8
2017-02-06,1,26,0,0,8,1,2,14,1,0,0,1,8,0,104,0,0,8,31,50,0,1,10,2,2,3,0,21,6,22,22,8,4
2017-02-07,0,26,0,0,18,0,1,11,1,1,0,0,8,0,109,0,0,15,32,50,0,2,7,2,2,1,0,18,3,28,12,11,5
2017-02-08,1,29,0,1,16,2,0,6,0,1,1,1,8,0,124,1,0,4,27,66,0,2,11,3,2,4,0,8,3,27,20,16,10
2017-02-09,1,35,0,0,17,0,0,7,0,1,0,0,6,1,135,0,0,7,31,56,0,0,15,6,3,3,0,14,3,32,16,18,3
2017-02-10,0,35,0,0,21,2,2,12,4,2,0,1,12,0,129,0,0,9,51,56,6,2,9,4,5,2,0,18,6,30,21,16,5
2017-02-11,0,43,0,0,24,3,1,6,3,0,0,2,6,2,151,1,1,16,50,30,2,0,15,5,2,1,0,17,7,38,24,13,3
2017-02-12,0,30,0,0,12,2,0,4,0,0,0,1,6,1,106,0,0,16,25,39,0,2,18,3,0,2,0,13,3,22,20,13,3
2017-02-13,0,35,0,0,14,3,0,13,0,1,0,1,7,1,130,0,0,12,30,50,0,6,14,3,3,1,1,22,3,20,18,13,7
2017-02-14,2,24,1,0,14,0,1,12,1,0,0,1,5,1,114,0,0,10,39,62,0,3,9,1,4,2,0,17,0,21,23,12,4
2017-02-15,2,23,0,0,20,3,0,14,1,1,0,2,6,1,121,1,0,13,41,58,0,4,8,5,1,4,1,16,6,37,11,19,5
2017-02-16,0,18,0,0,11,0,2,7,1,0,0,3,4,0,140,1,0,7,29,64,6,3,10,4,2,2,0,23,2,25,13,11,2
2017-02-17,0,25,0,0,20,3,0,12,2,0,0,2,6,0,150,0,0,15,32,57,1,2,11,7,5,2,0,24,7,28,18,17,5
2017-02-18,0,29,0,0,21,1,4,5,1,0,0,0,1,1,178,0,0,12,46,41,0,1,9,7,3,3,0,11,4,35,23,13,3
2017-02-19,1,31,0,2,20,2,2,5,3,0,0,0,5,0,130,0,0,8,36,42,0,3,9,2,3,3,1,27,4,31,22,12,1
2017-02-20,2,21,0,0,19,1,1,5,0,1,0,2,9,1,124,0,0,10,34,47,1,1,7,5,1,1,0,23,6,30,12,9,1
2017-02-21,3,24,1,0,18,0,1,8,0,0,1,1,6,0,154,0,0,21,32,46,0,5,4,4,2,5,0,21,1,22,15,14,1
2017-02-22,1,25,0,0,25,1,0,12,1,1,0,0,6,1,132,0,0,9,32,51,0,3,3,6,2,1,0,13,6,31,11,20,8
2017-02-23,0,19,0,0,22,1,0,18,0,0,0,3,2,0,123,1,0,4,30,67,0,3,6,5,4,2,0,16,4,28,24,8,10
2017-02-24,0,27,0,0,12,2,0,6,1,0,0,1,3,1,150,0,0,6,31,36,0,8,2,4,0,4,0,17,5,27,11,13,8
2017-02-25,3,29,0,1,15,0,3,8,2,0,0,0,10,0,143,0,0,9,38,53,0,1,7,5,1,3,0,20,10,26,28,6,3
2017-02-26,1,43,0,0,20,4,1,15,0,0,0,1,5,0,97,0,0,6,29,53,0,1,16,8,2,2,0,23,6,25,12,11,4
2017-02-27,0,34,0,1,17,1,1,12,0,0,0,0,6,0,132,0,1,6,41,60,0,3,7,6,1,2,1,24,7,20,11,12,8
2017-02-28,1,28,0,1,25,2,1,8,0,1,0,4,11,0,118,0,1,5,36,78,0,0,9,3,0,1,0,8,6,22,18,15,1
2017-03-01,0,35,0,0,27,3,2,13,1,5,1,7,5,1,124,0,1,10,47,82,0,2,10,9,1,5,0,36,9,24,23,19,10
2017-03-02,0,45,0,0,6,1,0,10,1,0,0,3,6,1,113,0,0,4,40,51,0,1,7,5,0,1,0,21,9,21,27,19,9
2017-03-03,5,34,0,1,15,2,0,20,1,3,0,1,9,1,114,0,0,12,40,77,0,0,5,5,3,1,0,28,7,22,23,21,4
2017-03-04,0,40,0,0,19,0,3,8,2,1,0,2,3,1,128,2,0,7,42,41,0,0,9,4,2,2,0,18,8,27,24,18,1
2017-03-05,0,30,0,0,19,1,0,16,0,0,0,0,7,0,111,0,0,7,23,43,0,1,11,4,2,1,0,15,4,21,27,14,1
2017-03-06,3,27,0,0,15,1,0,17,0,1,0,3,5,1,112,0,0,12,29,63,0,4,11,2,3,3,1,19,7,35,16,20,5
2017-03-07,1,21,0,0,11,2,0,16,1,0,0,9,5,0,108,0,0,11,25,58,0,5,7,6,0,2,0,21,1,28,11,19,5
2017-03-08,0,34,1,1,27,3,1,10,0,0,0,2,8,0,116,1,0,4,36,55,2,4,12,7,2,1,0,30,4,29,19,10,6
2017-03-09,1,34,0,0,14,0,0,2,0,0,1,0,10,0,109,0,0,3,41,64,0,0,5,4,0,4,1,22,4,24,14,8,5
2017-03-10,1,37,0,0,23,0,3,7,1,0,0,1,9,0,141,0,0,9,42,45,0,2,8,8,3,2,0,22,6,27,23,10,9
2017-03-11,2,39,0,0,19,1,3,13,0,0,0,1,4,1,148,0,1,6,36,48,0,1,8,3,3,0,1,8,3,27,14,7,2
2017-03-12,0,29,0,0,17,1,2,13,1,1,0,1,5,1,103,0,0,3,39,50,0,2,6,4,3,4,0,23,4,26,25,13,10
2017-03-13,2,29,0,0,21,2,0,16,1,0,1,2,13,0,100,0,0,6,32,52,1,2,12,2,4,3,2,14,2,28,18,12,5
2017-03-14,2,45,1,0,19,1,2,8,2,0,0,2,7,0,100,1,0,9,27,88,1,3,9,4,3,1,0,12,4,18,17,11,5
2017-03-15,0,37,0,0,23,4,1,15,1,0,0,2,4,3,110,0,0,9,37,59,0,1,19,3,6,1,1,19,8,28,20,22,1
2017-03-16,1,37,2,0,20,0,1,5,0,2,0,2,5,1,131,0,0,4,43,51,0,3,9,3,1,3,0,21,2,17,17,16,2
2017-03-17,3,33,0,0,22,1,0,10,0,0,0,2,7,0,152,0,0,13,53,67,2,2,11,11,1,3,0,17,7,40,24,15,8
2017-03-18,2,19,0,2,13,0,2,8,0,1,0,0,6,1,143,0,0,10,44,49,0,2,7,2,3,3,0,13,5,38,22,9,7
2017-03-19,0,22,0,0,6,0,2,10,0,1,1,0,3,0,120,0,0,6,30,41,0,3,11,3,2,1,0,12,5,30,15,12,4
2017-03-20,1,38,1,0,15,1,1,9,0,0,1,1,7,0,109,0,0,9,35,43,0,2,9,3,3,2,0,16,7,19,7,13,4
2017-03-21,1,28,0,0,18,0,0,6,2,0,0,0,5,0,125,0,0,4,35,58,0,2,3,1,0,1,0,16,10,40,11,12,4
2017-03-22,1,32,1,0,23,0,0,10,1,2,1,0,7,0,147,0,0,8,43,66,0,4,3,3,1,3,0,22,6,31,21,15,5
2017-03-23,0,23,0,0,21,1,0,7,0,0,1,1,9,0,117,0,0,11,31,62,0,1,5,2,4,4,0,19,6,25,15,14,1
2017-03-24,0,33,1,0,29,0,0,7,0,0,1,2,7,0,142,0,0,13,46,43,4,5,5,2,2,1,0,25,5,29,18,13,3
2017-03-25,1,32,0,0,8,0,2,2,1,1,0,0,6,1,143,0,0,3,37,47,0,1,17,5,5,3,0,20,4,28,24,8,2
2017-03-26,1,38,0,1,12,2,2,8,6,0,0,0,3,0,126,0,0,11,34,45,0,2,8,3,3,5,0,17,9,37,22,19,5
2017-03-27,1,29,0,0,10,3,0,8,0,0,0,2,11,0,139,0,0,12,49,74,0,0,15,7,3,0,0,16,5,39,9,16,3
2017-03-28,1,28,0,1,18,4,0,10,2,0,0,3,5,0,103,0,0,5,33,55,1,2,11,2,0,3,0,25,8,34,12,20,4
2017-03-29,1,41,0,0,22,4,2,16,0,0,0,1,8,1,137,0,0,8,37,62,0,4,8,5,0,4,0,27,10,26,13,26,2
2017-03-30,0,40,0,0,31,3,1,12,3,0,0,1,13,0,148,0,0,7,38,53,1,2,9,7,1,1,0,18,8,29,19,14,3
2017-03-31,2,32,0,1,19,3,1,3,0,0,0,2,3,0,127,0,0,17,41,51,0,1,6,6,2,0,0,21,8,24,21,12,8
