date,ARSON,ASSAULT,BAD CHECKS,BRIBERY,BURGLARY,DISORDERLY CONDUCT,DRIVING UNDER THE INFLUENCE,DRUG/NARCOTIC,DRUNKENNESS,EMBEZZLEMENT,EXTORTION,FORGERY/COUNTERFEITING,FRAUD,KIDNAPPING,LARCENY/THEFT,LIQUOR LAWS,LOITERING,MISSING PERSON,NON-CRIMINAL,OTHER OFFENSES,PROSTITUTION,RECOVERED VEHICLE,ROBBERY,SECONDARY CODES,SEX OFFENSES FORCIBLE,STOLEN PROPERTY,SUICIDE,SUSPICIOUS OCC,TRESPASS,VANDALISM,VEHICLE THEFT,WARRANTS,WEAPON LAWS
2003-06-05,1,21,2,0,21,4,0,39,2,1,0,10,3,0,64,0,0,6,29,55,11,0,10,3,3,8,1,7,6,26,26,25,5
2003-06-06,2,27,1,0,20,2,0,30,2,3,0,10,7,0,83,0,1,4,28,56,2,0,11,3,0,0,1,15,1,15,46,19,5
2003-06-07,1,27,0,0,15,1,0,18,1,0,0,3,5,0,71,0,1,4,26,40,0,0,11,3,0,3,1,8,3,15,41,17,3
2003-06-08,2,38,0,0,9,0,0,9,7,0,0,2,4,0,74,1,0,4,38,36,0,0,7,3,2,5,0,7,6,19,51,29,3
2003-06-09,2,36,0,0,15,2,0,47,2,0,0,8,16,0,69,0,2,5,23,50,0,0,5,3,2,0,0,17,3,13,34,23,5
2003-06-10,0,22,1,1,15,0,1,32,0,0,0,15,16,0,78,0,0,8,40,75,4,0,10,3,2,2,0,10,9,21,48,26,1
2003-06-11,1,19,1,0,8,2,1,19,1,1,0,7,12,0,88,0,0,7,22,66,1,0,11,3,0,5,0,16,5,11,28,23,2
2003-06-12,3,29,1,0,22,0,0,33,1,0,0,6,12,0,78,0,0,6,24,70,6,0,10,1,1,0,0,10,7,19,50,21,1
2003-06-13,1,30,0,0,16,0,0,31,1,0,0,9,17,0,72,0,0,5,29,61,13,0,7,0,2,4,0,10,7,34,41,21,6
2003-06-14,0,32,0,0,13,8,1,13,2,0,0,5,11,2,58,0,0,1,39,41,0,0,5,4,3,1,0,10,4,25,36,15,3
2003-06-15,1,23,0,0,8,1,1,22,3,0,0,1,7,0,66,0,2,8,23,41,0,0,4,3,1,1,0,10,1,16,32,21,2
2003-06-16,1,29,0,0,18,3,1,12,1,1,0,9,6,0,70,0,0,6,33,56,0,0,9,4,1,2,1,6,3,19,45,23,1
2003-06-17,0,32,0,0,12,1,0,23,1,0,0,6,8,1,81,5,1,4,24,55,2,0,7,2,0,1,1,5,5,17,54,10,1
2003-06-18,0,28,0,0,11,2,0,22,2,1,0,4,5,0,83,0,0,4,25,45,14,0,7,1,3,2,0,7,9,17,52,31,0
2003-06-19,2,31,0,0,20,0,0,27,1,0,0,4,10,0,77,0,0,5,28,52,0,0,6,2,4,4,0,3,2,15,56,22,6
2003-06-20,1,31,0,0,22,1,0,17,3,0,0,8,13,0,103,1,0,11,28,72,8,0,8,2,2,1,0,13,2,16,50,15,1
2003-06-21,1,34,1,0,22,1,0,22,0,1,0,8,8,0,70,2,0,5,24,62,0,0,6,0,1,2,0,8,3,22,39,15,0
2003-06-22,1,22,1,0,11,1,0,7,0,0,0,4,2,0,62,0,0,3,25,39,0,0,6,2,0,2,0,8,4,13,36,21,4
2003-06-23,1,29,2,0,20,0,1,23,1,1,0,2,16,0,82,2,2,3,32,64,0,0,3,3,0,1,0,7,5,15,42,23,3
2003-06-24,4,26,0,0,14,2,0,35,2,0,0,7,6,0,73,0,1,4,23,51,15,0,6,1,3,2,0,9,4,13,40,41,1
2003-06-25,1,38,0,0,12,1,0,28,0,0,0,2,6,1,91,2,2,6,28,70,0,0,10,1,1,2,0,16,4,19,39,26,4
2003-06-26,2,26,0,0,11,3,0,21,1,0,0,5,10,0,82,1,0,7,25,77,29,0,8,1,3,4,0,9,2,29,33,27,4
2003-06-27,0,30,0,0,13,0,1,21,3,2,0,0,9,1,76,0,0,4,34,52,0,0,9,0,2,1,0,19,4,22,36,24,1
2003-06-28,1,46,1,0,14,3,0,13,3,0,0,2,6,1,75,0,0,6,34,43,0,0,8,3,1,1,2,10,2,23,31,28,2
2003-06-29,0,32,0,0,8,0,1,10,3,0,0,1,5,0,76,0,0,6,32,43,0,0,9,4,1,0,0,10,0,20,37,22,1
2003-06-30,0,27,0,0,17,5,1,17,0,0,0,8,7,0,66,0,0,5,33,48,1,0,12,4,2,4,0,12,2,16,42,16,4
2003-07-01,1,31,1,0,8,1,1,44,3,3,0,10,18,3,76,0,0,5,56,78,15,0,8,3,3,2,0,10,3,24,54,31,7
2003-07-02,2,27,0,0,16,2,0,41,1,3,1,6,8,3,83,0,0,5,33,52,5,0,7,4,0,3,0,4,3,13,43,21,3
2003-07-03,1,27,2,0,21,0,1,32,2,0,0,12,12,1,92,2,0,9,44,56,12,0,11,5,0,2,0,12,1,17,43,32,3
2003-07-04,3,41,0,0,12,2,0,17,3,0,0,4,6,0,61,1,0,9,28,54,0,0,4,4,1,1,0,11,1,18,40,22,5
2003-07-05,4,22,0,0,15,2,1,19,2,0,0,2,9,1,70,1,1,3,24,40,1,0,12,1,2,1,1,11,5,19,30,16,2
2003-07-06,0,26,0,0,15,0,1,26,3,0,0,4,8,1,68,0,0,4,26,57,0,0,8,5,0,2,0,3,2,16,25,28,2
2003-07-07,1,31,0,0,12,7,0,24,2,1,0,8,12,0,61,0,0,8,24,57,1,0,13,2,2,2,2,11,3,19,50,12,1
2003-07-08,1,31,0,0,20,5,3,26,2,1,0,6,10,0,64,0,1,6,20,62,3,0,5,2,0,2,0,10,1,15,44,42,5
2003-07-09,3,36,0,0,9,1,1,32,1,0,0,7,10,1,66,0,1,5,30,57,1,0,9,5,4,1,0,10,5,13,41,28,3
2003-07-10,1,19,2,0,17,6,1,24,1,1,0,9,9,3,63,0,0,9,31,52,12,0,10,2,2,2,0,17,2,12,26,39,2
2003-07-11,1,30,1,0,23,0,0,28,4,3,0,7,9,2,74,0,0,11,35,46,15,0,12,4,0,3,0,11,4,24,49,34,2
2003-07-12,1,31,0,0,9,1,3,19,4,0,0,2,4,1,61,0,0,5,25,54,3,0,6,2,0,2,0,14,1,16,36,19,2
2003-07-13,1,31,0,0,7,4,1,15,0,0,0,3,9,0,67,0,0,4,25,50,0,0,7,3,2,4,0,10,4,20,36,27,2
2003-07-14,1,35,1,0,13,2,0,20,3,1,0,6,5,1,64,0,0,5,26,50,0,0,11,2,2,6,1,12,6,17,32,18,2
2003-07-15,3,35,0,0,13,5,1,27,4,1,0,7,6,1,84,1,0,6,27,76,0,0,6,1,1,2,0,16,5,13,39,40,2
2003-07-16,3,39,0,0,14,6,1,40,1,0,0,5,8,0,74,0,2,12,38,75,8,0,5,4,2,4,0,11,3,22,50,23,3
2003-07-17,0,26,0,1,24,4,2,30,1,0,0,11,12,0,97,2,0,3,31,57,6,0,6,1,3,4,1,15,6,14,32,26,3
2003-07-18,1,27,0,0,16,0,1,29,1,1,0,2,11,1,94,1,1,9,26,53,9,0,2,2,0,4,0,12,6,24,36,30,2
2003-07-19,0,39,0,0,18,1,1,13,4,1,0,7,11,0,95,0,1,13,23,117,0,0,4,3,0,5,1,11,2,20,44,24,0
2003-07-20,0,37,0,0,11,7,1,22,1,1,0,2,8,1,83,2,0,4,45,37,0,0,3,3,2,1,0,6,2,21,32,17,2
2003-07-21,1,30,0,0,21,3,0,19,2,0,0,7,16,0,82,1,3,5,29,46,1,0,11,3,0,2,0,12,2,19,56,26,3
2003-07-22,1,27,1,0,11,0,0,22,4,0,0,17,10,1,74,0,0,5,29,55,3,0,13,5,0,5,1,8,4,15,35,23,1
2003-07-23,1,27,0,0,17,2,0,23,1,0,0,5,7,0,72,0,1,5,23,63,12,0,9,4,0,1,0,12,2,16,70,21,1
2003-07-24,1,30,0,0,14,1,0,24,1,0,0,10,10,0,76,0,0,6,26,56,0,0,11,1,2,4,0,6,5,19,44,24,2
2003-07-25,0,26,0,0,22,2,3,22,3,2,0,3,9,2,80,1,0,7,42,56,6,0,3,4,1,0,0,15,6,18,49,27,1
2003-07-26,1,32,1,0,16,5,0,16,1,0,0,5,6,2,82,1,0,3,25,38,0,0,9,4,1,0,0,6,1,16,42,22,3
2003-07-27,1,27,0,0,13,0,0,21,1,0,0,2,7,4,57,1,0,2,16,40,0,0,12,8,2,3,2,11,4,16,29,25,1
2003-07-28,1,35,0,1,10,2,0,35,2,0,0,12,11,0,55,0,1,7,27,49,0,0,6,6,1,2,0,12,3,21,29,26,2
2003-07-29,1,37,0,0,7,0,1,18,0,0,0,10,11,1,56,0,0,3,27,43,12,0,2,3,1,3,0,15,4,17,52,27,1
2003-07-30,2,23,0,0,15,1,0,26,1,0,2,5,5,0,59,0,0,5,23,43,0,0,6,2,0,0,0,9,2,16,41,18,2
2003-07-31,2,22,0,0,17,3,0,24,1,0,1,6,12,0,65,1,0,6,18,48,1,0,4,4,1,2,0,10,3,10,28,18,2
2003-08-01,0,38,0,0,22,2,1,35,1,1,0,14,19,0,64,0,1,11,33,78,0,0,12,3,0,3,1,25,4,16,43,21,1
2003-08-02,0,35,0,0,10,2,0,34,1,0,0,8,12,3,58,0,0,5,43,41,0,0,10,3,0,3,0,7,5,16,36,29,7
2003-08-03,3,27,0,0,9,2,0,25,1,0,0,2,6,0,57,2,0,9,29,52,0,0,9,3,0,2,0,8,5,15,53,23,4
2003-08-04,1,28,0,0,11,2,2,21,0,1,0,6,7,0,57,0,1,7,38,52,1,0,7,3,0,2,0,10,4,28,36,30,6
2003-08-05,2,20,0,0,16,2,0,26,1,1,0,6,11,0,76,2,0,6,27,68,0,0,8,2,2,2,0,7,2,14,30,36,1
2003-08-06,1,25,0,0,17,3,0,29,3,1,0,9,9,1,81,0,0,5,22,52,18,0,7,4,0,2,0,13,5,12,43,24,3
2003-08-07,0,26,0,0,18,4,0,49,3,0,0,5,6,3,71,0,1,7,40,76,1,0,10,2,1,2,1,10,2,22,40,36,3
2003-08-08,0,21,0,0,20,3,0,23,0,0,1,4,6,2,75,0,0,5,34,66,0,0,8,3,1,1,0,14,0,20,35,20,6
2003-08-09,0,29,0,0,13,1,1,23,2,0,0,8,8,1,91,1,1,9,35,41,1,0,10,5,0,3,0,11,1,22,32,21,3
2003-08-10,1,43,0,0,12,1,4,14,1,1,0,2,10,2,76,0,0,3,49,36,0,0,9,9,1,1,0,14,3,23,32,15,3
2003-08-11,0,32,0,0,14,2,0,29,2,0,0,4,12,2,70,0,1,6,23,58,0,0,15,5,1,1,1,11,4,20,49,26,3
2003-08-12,0,39,0,1,15,1,1,25,1,0,0,13,17,0,79,0,0,7,25,53,16,0,4,4,1,2,0,5,1,16,38,26,6
2003-08-13,0,28,2,0,11,1,2,37,1,0,1,8,6,1,80,1,2,1,34,79,9,0,6,7,2,4,1,15,4,24,44,22,2
2003-08-14,0,39,0,0,15,3,0,24,0,0,0,8,10,1,80,0,0,5,36,77,1,0,8,2,1,3,0,9,2,29,43,31,3
2003-08-15,1,46,1,0,13,1,0,33,1,0,0,5,7,1,91,0,0,9,29,86,1,0,10,5,3,2,1,16,0,19,38,25,4
2003-08-16,0,39,0,0,14,1,1,25,0,1,0,6,5,1,88,1,0,3,22,47,2,0,4,3,0,1,1,10,3,14,51,18,3
2003-08-17,0,32,0,0,13,0,1,15,1,0,0,4,4,0,64,0,0,2,26,37,0,0,6,1,0,0,0,11,2,19,51,19,0
2003-08-18,2,20,1,0,16,0,1,25,0,1,0,9,12,1,67,1,0,6,18,43,1,0,7,2,1,0,0,10,4,8,65,31,1
2003-08-19,0,23,1,0,14,1,0,31,0,0,0,5,9,0,67,0,0,4,26,64,11,0,4,4,0,4,1,15,2,15,56,40,2
2003-08-20,1,37,1,0,24,1,1,20,2,1,0,10,15,3,71,1,0,6,40,53,9,0,11,5,1,7,0,9,3,16,53,25,6
2003-08-21,1,43,1,1,16,2,1,40,0,1,0,8,8,1,74,0,3,0,18,57,6,0,11,5,1,4,0,14,5,16,63,31,5
2003-08-22,0,35,0,0,24,3,1,36,1,1,0,9,10,1,77,1,0,5,35,66,8,0,13,3,1,1,0,19,2,20,51,27,2
2003-08-23,0,31,1,0,20,3,1,28,3,0,0,9,7,0,75,1,0,4,35,40,3,0,4,3,3,1,0,9,5,22,48,24,0
2003-08-24,1,32,0,0,17,1,0,14,2,0,0,2,6,1,67,2,0,6,34,43,1,0,15,3,2,1,0,18,4,18,34,28,3
2003-08-25,0,31,1,0,21,5,0,23,1,0,0,6,9,0,74,1,0,3,30,57,2,0,9,2,1,2,0,6,0,14,50,21,2
2003-08-26,0,31,0,1,16,7,0,37,2,1,0,8,9,1,74,5,1,6,26,49,4,0,8,3,0,3,0,9,5,16,51,20,4
2003-08-27,1,33,2,0,20,2,0,25,3,0,0,10,14,0,76,3,1,6,29,54,20,0,7,6,1,1,0,9,5,17,44,33,5
2003-08-28,0,39,2,0,13,1,0,41,2,1,1,7,11,1,71,0,0,3,36,62,11,0,8,4,2,4,0,11,3,18,52,38,0
2003-08-29,0,28,0,0,18,0,2,38,0,0,0,5,12,1,68,2,0,6,39,41,6,0,8,2,0,2,1,14,0,13,41,21,6
2003-08-30,1,28,0,0,10,2,1,21,4,1,0,8,7,2,64,2,0,3,32,94,0,0,2,5,2,3,0,9,4,22,53,24,7
2003-08-31,1,28,0,0,14,3,0,18,1,0,0,5,2,1,63,0,2,9,32,44,0,0,9,5,3,0,0,9,3,24,46,31,5
2003-09-01,3,28,2,0,11,4,1,31,3,6,0,10,16,0,56,1,1,5,31,60,0,0,6,1,1,3,0,13,6,11,50,33,5
2003-09-02,2,30,0,0,14,2,0,23,1,1,0,7,16,1,65,1,0,5,23,46,3,0,5,3,4,2,1,11,1,11,62,26,2
2003-09-03,0,22,1,0,13,2,0,31,0,0,0,10,11,2,65,0,0,5,19,69,1,0,2,3,1,1,0,12,1,7,47,24,3
2003-09-04,0,23,0,0,15,2,1,26,0,0,0,4,11,0,64,0,0,5,20,55,23,0,9,3,2,2,1,10,0,14,22,28,3
2003-09-05,1,29,0,0,17,2,1,27,0,0,0,7,11,2,91,1,0,4,37,63,3,0,13,4,2,3,0,15,4,18,54,25,5
2003-09-06,2,39,0,0,16,4,1,26,3,1,1,3,13,1,72,1,0,2,32,61,0,0,13,2,0,2,1,11,5,16,39,27,3
2003-09-07,2,35,0,0,10,1,3,25,0,1,0,1,4,1,72,0,0,3,28,43,0,0,8,5,2,1,0,12,2,17,56,25,3
2003-09-08,0,27,1,1,12,3,1,18,1,0,0,5,12,3,60,0,1,10,24,61,0,0,9,5,0,5,1,13,1,16,50,18,2
2003-09-09,1,43,0,0,15,4,1,30,1,1,1,11,7,0,83,0,0,5,25,64,6,0,13,6,0,3,0,10,1,13,38,30,3
2003-09-10,1,36,0,0,15,3,1,40,1,0,0,7,12,1,71,2,0,7,24,65,15,0,13,4,0,2,0,21,4,13,36,27,4
2003-09-11,0,40,0,0,13,3,0,34,2,1,0,6,11,1,65,2,0,6,29,78,3,0,7,4,0,0,0,22,6,17,61,55,1
2003-09-12,1,37,0,0,22,3,0,35,1,0,1,8,10,1,74,1,1,7,29,53,4,0,4,4,2,5,1,12,5,12,51,38,3
2003-09-13,1,41,0,0,13,7,0,12,1,0,0,2,15,2,81,2,0,2,41,59,5,0,5,7,2,2,1,8,3,17,36,31,3
2003-09-14,2,40,0,0,13,1,2,20,2,0,0,4,5,1,68,0,0,4,25,38,1,0,8,6,1,2,0,11,2,20,40,25,3
2003-09-15,0,30,1,0,19,4,1,30,0,2,1,9,14,0,72,0,1,8,36,55,3,0,6,2,0,3,2,14,6,13,45,18,0
2003-09-16,1,32,0,0,11,5,0,48,4,1,0,3,11,1,53,3,0,6,20,72,17,0,9,4,1,4,0,11,3,11,41,35,9
2003-09-17,0,31,0,0,13,4,1,28,1,0,0,4,4,0,77,0,0,3,28,59,27,0,9,1,0,5,0,9,6,16,46,21,2
2003-09-18,0,35,0,0,16,1,1,27,1,0,0,9,12,0,72,0,0,7,23,69,15,0,6,3,1,2,0,12,13,19,58,31,5
2003-09-19,0,28,0,1,15,1,0,27,4,1,0,4,6,0,82,0,0,8,34,69,6,0,11,3,0,0,0,14,5,20,62,22,1
2003-09-20,1,39,0,0,9,2,2,16,1,1,0,5,3,3,79,0,1,13,32,45,2,0,5,2,2,2,0,17,10,26,47,20,4
2003-09-21,0,40,0,0,8,1,0,23,3,0,0,2,7,0,72,2,0,4,36,41,1,0,11,3,1,1,0,9,6,20,39,26,6
2003-09-22,0,34,2,0,16,9,1,32,1,1,0,3,9,0,77,0,0,2,25,67,1,0,16,3,2,2,0,10,3,22,45,27,4
2003-09-23,1,41,0,0,21,5,0,48,1,0,1,3,6,1,73,1,1,1,29,77,19,0,9,4,1,3,0,8,3,16,52,34,6
2003-09-24,0,45,0,1,17,5,0,29,0,0,0,5,9,2,76,1,0,5,22,97,3,0,7,5,0,3,0,10,3,10,42,47,4
2003-09-25,0,29,0,0,13,1,1,32,1,1,0,6,7,1,72,0,0,3,27,61,19,0,11,1,0,2,0,12,4,16,26,21,2
2003-09-26,1,39,0,0,21,2,1,36,3,0,0,7,12,1,84,0,0,7,32,73,24,0,5,3,1,2,1,14,7,26,47,16,2
2003-09-27,1,27,0,0,17,4,2,17,3,1,0,4,3,3,79,0,1,6,32,41,0,0,16,7,4,6,0,12,4,23,51,18,9
2003-09-28,0,35,0,0,11,1,2,12,1,0,0,5,5,0,71,1,0,2,26,39,1,0,6,4,2,3,0,16,1,27,45,16,3
2003-09-29,2,38,1,0,16,4,0,26,2,2,0,10,15,1,55,1,3,3,26,72,0,0,8,2,3,1,0,14,6,13,42,25,1
2003-09-30,0,30,1,0,15,4,0,29,0,0,1,2,7,1,79,0,2,7,33,69,3,0,8,2,0,2,0,15,5,11,43,31,1
2003-10-01,0,40,1,0,24,3,0,33,6,3,1,16,21,0,72,0,3,7,36,82,12,0,10,4,3,3,0,19,2,21,44,25,6
2003-10-02,1,39,0,0,21,8,3,38,2,0,0,6,7,0,63,1,2,4,29,67,16,0,3,4,2,4,0,5,6,9,35,34,5
2003-10-03,0,27,1,0,14,0,0,46,2,0,0,13,15,0,64,1,0,10,30,66,4,0,10,3,2,0,0,11,6,17,37,34,3
2003-10-04,1,32,0,0,13,1,0,22,2,0,0,5,6,2,56,0,0,5,24,41,1,0,10,6,1,0,0,11,5,17,50,17,3
2003-10-05,3,38,1,1,20,2,0,19,4,0,0,3,8,0,73,3,0,3,32,35,1,0,14,2,1,1,0,6,4,14,35,23,4
2003-10-06,1,34,1,0,16,3,0,23,3,2,0,2,7,0,63,0,0,3,21,59,3,0,8,3,1,3,2,15,8,18,51,21,4
2003-10-07,1,34,0,0,23,2,0,46,1,0,0,5,8,1,76,0,1,1,24,55,17,0,10,1,3,2,0,8,8,23,39,45,8
2003-10-08,0,32,0,0,21,1,0,48,1,0,0,4,3,0,71,0,2,4,20,85,6,0,13,3,0,1,1,12,5,20,34,23,4
2003-10-09,0,25,0,0,15,1,0,28,1,1,0,5,8,0,74,0,0,5,24,50,8,0,16,2,1,0,0,14,2,19,36,28,2
2003-10-10,1,31,0,0,13,0,1,13,2,1,0,5,5,1,81,0,0,5,34,54,5,0,6,3,1,1,0,9,3,17,56,14,4
2003-10-11,1,23,0,0,12,1,3,24,2,0,0,1,7,0,72,0,0,7,36,69,0,0,9,1,0,5,0,11,3,21,38,17,5
2003-10-12,0,35,0,0,10,4,2,19,7,0,0,4,7,0,61,4,0,3,35,49,0,0,7,3,0,1,0,21,4,14,38,25,3
2003-10-13,0,35,0,0,19,0,1,29,0,1,0,8,10,0,76,1,1,8,22,60,0,0,6,7,1,1,0,6,6,13,27,33,3
2003-10-14,2,28,1,0,14,1,0,30,1,0,0,4,5,2,72,0,1,7,33,87,14,0,6,5,2,0,0,7,3,19,33,25,4
2003-10-15,1,28,2,0,16,5,0,43,0,0,0,12,10,0,60,2,1,4,22,78,10,0,8,2,2,1,0,14,1,11,37,34,4
2003-10-16,1,33,1,1,27,7,1,25,2,0,1,14,13,1,67,0,0,6,24,85,13,0,5,6,1,2,0,10,9,23,42,26,3
2003-10-17,0,44,0,0,24,1,1,17,0,1,0,14,10,2,78,0,0,3,26,59,5,0,8,7,2,6,0,14,0,23,46,19,5
2003-10-18,1,33,0,1,14,0,0,16,1,0,0,9,8,2,71,0,0,8,19,43,1,0,6,2,3,4,0,7,2,35,38,17,5
2003-10-19,0,31,0,0,18,1,1,14,3,0,0,3,9,0,78,1,0,4,17,46,0,0,7,2,2,0,0,11,4,19,30,27,4
2003-10-20,3,40,1,0,18,3,1,23,0,0,1,7,7,0,71,0,0,4,34,72,2,0,12,8,3,3,0,13,1,10,49,19,5
2003-10-21,0,33,0,0,19,5,2,27,0,0,0,8,4,1,82,3,0,1,21,96,3,0,12,4,0,3,0,9,3,16,51,35,5
2003-10-22,0,30,1,0,24,2,0,44,0,0,0,6,5,1,86,0,0,5,35,80,9,0,6,6,0,4,1,15,4,15,38,36,3
2003-10-23,2,26,0,0,18,5,1,36,3,0,0,8,10,1,68,1,2,5,29,54,1,0,8,4,1,1,0,8,3,14,44,28,3
2003-10-24,0,45,1,1,30,2,0,14,1,1,1,7,14,0,68,0,0,4,41,58,2,0,11,1,1,2,0,8,8,15,70,21,3
2003-10-25,1,36,0,0,9,0,0,22,3,0,0,5,5,0,73,0,0,2,41,40,0,0,5,3,0,3,0,11,2,17,48,12,2
2003-10-26,1,49,0,0,12,0,0,15,2,0,1,0,5,1,66,0,0,3,24,35,0,0,7,3,1,3,0,11,1,16,37,19,2
2003-10-27,1,26,0,0,20,9,1,11,1,5,0,5,6,4,58,0,2,9,30,49,5,0,11,2,2,1,0,15,4,19,29,23,5
2003-10-28,0,46,1,0,27,4,1,31,6,0,0,8,4,3,70,1,1,2,17,70,11,0,16,1,1,3,0,10,6,26,40,26,2
2003-10-29,3,25,0,0,14,0,0,29,3,0,0,2,8,2,68,1,0,7,26,80,6,0,10,3,4,1,0,10,4,16,33,23,2
2003-10-30,0,32,0,0,21,2,0,18,0,2,0,12,6,0,80,0,1,9,22,57,21,0,15,3,1,3,0,12,3,17,57,31,3
2003-10-31,3,34,2,0,17,3,1,27,4,0,0,4,15,0,87,1,0,10,45,67,0,0,3,3,0,1,0,14,2,27,60,23,4
2003-11-01,0,48,1,0,16,2,2,36,6,3,1,18,10,1,76,1,0,12,48,71,2,0,15,5,4,0,1,19,2,24,39,20,6
2003-11-02,1,31,0,0,15,2,1,25,2,1,0,2,7,1,49,1,0,6,28,43,0,0,8,5,2,1,1,9,3,14,45,21,3
2003-11-03,0,34,0,0,20,2,0,22,1,0,0,11,9,1,73,0,0,7,36,71,0,0,7,1,1,4,1,10,11,19,40,33,6
2003-11-04,2,28,1,0,19,1,0,29,1,1,0,6,9,0,61,3,0,16,35,57,3,0,10,0,1,1,0,10,4,11,43,28,4
2003-11-05,0,30,0,0,12,2,1,20,1,2,0,9,8,0,54,0,0,6,26,64,14,0,5,6,0,1,0,9,4,23,47,20,1
2003-11-06,1,24,0,0,26,1,1,15,0,0,0,4,13,0,75,0,1,3,34,42,20,0,8,3,1,0,0,11,1,16,43,12,2
2003-11-07,1,37,1,0,16,3,1,18,2,0,0,6,12,2,83,0,0,8,40,64,2,0,5,5,1,1,1,12,4,13,33,11,4
2003-11-08,0,33,1,0,16,2,1,16,0,0,1,8,6,0,77,0,0,7,34,40,1,0,9,6,0,4,0,6,3,17,29,23,4
2003-11-09,1,37,0,0,16,3,1,23,0,0,0,5,9,0,79,0,0,2,31,30,1,0,11,4,3,0,0,9,2,24,32,19,1
2003-11-10,1,30,0,0,13,1,0,35,1,0,0,9,6,1,65,1,1,8,25,61,0,0,8,9,1,2,0,9,2,10,48,34,6
2003-11-11,0,28,0,0,21,1,1,35,1,0,0,7,3,1,61,2,0,2,26,55,0,0,10,3,3,4,0,6,6,10,39,27,5
2003-11-12,2,27,1,0,13,0,1,23,1,0,0,7,9,0,72,0,0,8,30,74,8,0,6,1,4,3,1,8,4,10,49,33,5
2003-11-13,0,33,1,0,27,5,1,25,2,1,0,9,6,2,79,0,0,6,24,79,13,0,7,2,1,3,1,5,4,18,35,24,0
2003-11-14,1,34,0,0,21,1,1,31,2,0,0,4,9,2,77,1,0,8,31,58,11,0,12,2,0,2,0,7,3,21,43,25,7
2003-11-15,1,36,0,0,20,0,1,13,4,1,0,2,4,1,72,0,0,5,33,52,0,0,10,6,1,1,0,18,7,18,56,17,6
2003-11-16,1,26,0,0,7,1,1,19,3,1,0,0,4,0,70,0,0,3,30,48,1,0,9,0,0,1,0,6,2,15,41,15,1
2003-11-17,0,21,0,0,14,7,1,25,3,0,0,2,8,0,74,0,0,3,28,86,2,0,8,4,1,2,1,16,5,25,34,28,7
2003-11-18,0,35,1,0,16,3,1,35,0,1,0,5,7,2,61,0,0,5,28,78,8,0,7,2,0,3,0,6,4,14,45,43,4
2003-11-19,2,23,0,0,19,6,1,31,1,1,0,6,10,2,73,0,0,6,14,78,9,0,8,5,0,3,0,12,4,12,37,24,5
2003-11-20,1,28,0,0,21,1,2,28,2,0,0,10,8,0,79,0,0,6,19,56,6,0,14,2,2,2,1,9,0,12,41,23,2
2003-11-21,1,34,0,1,22,8,0,18,4,1,0,4,7,2,75,1,0,4,23,69,7,0,12,2,1,5,1,18,3,15,36,21,4
2003-11-22,0,29,2,0,17,5,4,19,1,0,0,11,7,1,62,0,0,8,23,101,1,0,3,7,2,2,0,11,1,10,26,22,4
2003-11-23,1,30,0,0,14,2,0,13,1,0,0,1,2,0,72,0,0,8,23,33,2,0,5,6,2,3,0,14,3,17,52,15,2
2003-11-24,1,24,1,0,15,1,1,10,1,0,0,6,8,0,68,2,0,1,23,49,1,0,9,1,0,3,0,14,3,10,50,19,3
2003-11-25,1,23,1,0,22,1,0,23,1,0,0,4,8,0,68,0,0,5,31,66,18,0,7,1,0,1,0,13,4,15,33,16,1
2003-11-26,1,36,1,0,26,5,1,46,2,1,0,3,10,0,73,0,0,8,24,57,26,0,6,4,1,2,1,10,2,16,44,24,2
2003-11-27,1,31,0,0,15,0,2,25,2,0,0,1,1,0,49,0,0,3,19,67,4,0,3,4,2,0,0,7,2,15,21,22,5
2003-11-28,0,34,0,0,10,1,1,26,1,2,0,6,7,1,76,1,0,6,15,51,1,0,2,3,1,1,0,4,8,14,37,28,4
2003-11-29,1,28,0,0,11,4,1,14,1,0,0,4,12,0,76,0,0,4,28,59,0,0,5,4,1,4,2,9,3,22,21,26,1
2003-11-30,1,26,0,0,10,4,2,7,2,0,0,2,4,0,53,1,0,5,19,38,3,0,6,7,1,1,0,9,3,14,36,12,0
2003-12-01,0,32,2,0,19,6,0,23,0,3,0,16,17,0,69,0,1,8,38,57,2,0,8,2,0,5,0,18,13,13,31,20,4
2003-12-02,1,38,0,0,11,1,1,26,3,0,0,6,13,0,58,1,0,10,26,52,15,0,7,6,1,4,0,3,2,23,33,29,7
2003-12-03,2,32,0,0,12,0,0,22,1,0,0,6,11,0,64,0,0,6,24,59,6,0,8,1,0,2,0,19,4,9,44,29,5
2003-12-04,0,28,0,0,17,2,3,34,1,1,0,6,9,0,69,0,0,3,22,53,4,0,9,3,0,3,0,14,8,15,37,21,6
2003-12-05,0,40,0,0,15,2,2,25,3,1,0,5,9,1,65,0,0,10,29,65,2,0,7,4,1,0,2,10,3,19,38,21,10
2003-12-06,1,32,0,0,10,2,2,16,1,0,1,7,7,0,63,0,0,3,27,41,0,0,9,4,1,2,0,5,4,24,42,13,3
2003-12-07,1,18,0,0,15,1,1,13,3,0,0,2,6,0,46,0,0,2,23,39,0,0,5,4,1,2,0,11,4,10,47,16,1
2003-12-08,0,32,1,0,16,0,1,51,2,1,0,9,9,0,44,0,0,7,30,55,4,0,5,5,1,1,2,18,0,13,28,20,4
