db_name,signal_title,crime_type,trigger,trigger_family_class,epoch,lag,is_primary,n_target,n_ctrl,g,ci_lo,ci_hi,p_mw,p_mw_fdr,delta_pct,slice_sign_frac,perm_pass_count,p_placebo_emp,TIER,tier_notes
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_after_syzygy,WAVE,PRE,WIN3,True,162,628,0.0208724690365707,-0.153356925663773,0.2103607986567622,0.5392206997746258,0.9996239122196258,0.6142819612914519,0.6,0,0.805,NULL,p_mw >= 0.05
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_before_quadrature,WAVE,PRE,-1,True,54,736,-0.1077098692337629,,,0.4213379966268811,0.9997535226040072,-3.109792063936634,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_before_quadrature,WAVE,PRE,0,True,54,736,0.103488157728007,-0.1717479817620586,0.4037855175247236,0.584744157659249,0.9940835620801448,3.081973607032129,0.8,0,0.45,NULL,p_mw >= 0.05
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_before_quadrature,WAVE,PRE,1,True,53,737,-0.0083311328000837,,,0.8004925098623048,0.9960568740865424,-0.2441469721746747,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_before_quadrature,WAVE,PRE,WIN3,True,161,629,-0.0048685277556573,-0.1860932512179889,0.170057534109522,0.7502218978590317,0.9996239122196258,-0.1427465392959237,0.6,0,0.965,NULL,p_mw >= 0.05
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_after_quadrature,WAVE,PRE,-1,True,53,737,-0.084896786808045,,,0.346844051712046,0.9997535226040072,-2.4596605225950308,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_after_quadrature,WAVE,PRE,0,True,53,737,0.0306551402194999,-0.2728279220787729,0.3213336862887012,0.8373016894842351,0.9940835620801448,0.9034912911829008,0.4,0,0.79,NULL,p_mw >= 0.05
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_after_quadrature,WAVE,PRE,1,True,53,737,-0.0757022812149797,,,0.517100134958066,0.9960568740865424,-2.196322928825589,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_after_quadrature,WAVE,PRE,WIN3,True,159,631,-0.0505889621601368,-0.2046711013134356,0.106769503003079,0.3881003885523962,0.9996239122196258,-1.473080301207197,0.4,0,0.59,NULL,p_mw >= 0.05
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,PHASE_Syzygy,PHASE,PRE,-1,True,53,470,0.0633977331098513,,,0.5625019973887604,0.973054236668194,1.9366483649392972,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
